Dataset                      Metric                    metric valor    p    k
../datasets_2/kemerer.arff   MAE                      328.643          2    5
../datasets_2/kemerer.arff   Median Absolute Error     82.54           2    5
../datasets_2/kemerer.arff   RMSE                     511.401          2    5
../datasets_2/kemerer.arff   R2 Score                  -0.0573285      2    5
../datasets_2/kemerer.arff   MAE                       58.5006         1    6
../datasets_2/kemerer.arff   Median Absolute Error     52.2517         1    6
../datasets_2/kemerer.arff   RMSE                      61.3576         1    6
../datasets_2/kemerer.arff   R2 Score                   0.519091       1    6
../datasets_2/kemerer.arff   MAE                       36.2556         2    6
../datasets_2/kemerer.arff   Median Absolute Error     42.65           2    6
../datasets_2/kemerer.arff   RMSE                      41.8817         2    6
../datasets_2/kemerer.arff   R2 Score                   0.76212        2    6
../datasets_2/kemerer.arff   MAE                      364.989          1    7
../datasets_2/kemerer.arff   Median Absolute Error     94.8571         1    7
../datasets_2/kemerer.arff   RMSE                     537.868          1    7
../datasets_2/kemerer.arff   R2 Score                  -0.334628       1    7
../datasets_2/kemerer.arff   MAE                       87.2095         2    7
../datasets_2/kemerer.arff   Median Absolute Error     85.5429         2    7
../datasets_2/kemerer.arff   RMSE                      91.0003         2    7
../datasets_2/kemerer.arff   R2 Score                  -0.747014       2    7
../datasets_2/kemerer.arff   MAE                       85.5167         1    8
../datasets_2/kemerer.arff   Median Absolute Error     84.275          1    8
../datasets_2/kemerer.arff   RMSE                      87.3373         1    8
../datasets_2/kemerer.arff   R2 Score                 -15.3931         1    8
../datasets_2/kemerer.arff   MAE                       45.4167         2    8
../datasets_2/kemerer.arff   Median Absolute Error     59.9238         2    8
../datasets_2/kemerer.arff   RMSE                      53.0396         2    8
../datasets_2/kemerer.arff   R2 Score                   0.740951       2    8
../datasets_2/kemerer.arff   MAE                       75.5107         1    9
../datasets_2/kemerer.arff   Median Absolute Error     72.4778         1    9
../datasets_2/kemerer.arff   RMSE                      75.6842         1    9
../datasets_2/kemerer.arff   R2 Score                   0.613716       1    9
../datasets_2/kemerer.arff   MAE                       64.8781         2    9
../datasets_2/kemerer.arff   Median Absolute Error     64.1333         2    9
../datasets_2/kemerer.arff   RMSE                      76.6725         2    9
../datasets_2/kemerer.arff   R2 Score                   0.432844       2    9
../datasets_2/cocomo81.arff  MAE                      826.836          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    214.333          1    3
../datasets_2/cocomo81.arff  RMSE                    2346.52           1    3
../datasets_2/cocomo81.arff  R2 Score                   0.388534       1    3
../datasets_2/cocomo81.arff  MAE                      260.436          2    3
../datasets_2/cocomo81.arff  Median Absolute Error     67              2    3
../datasets_2/cocomo81.arff  RMSE                     431.726          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.588543       2    3
../datasets_2/cocomo81.arff  MAE                      448.763          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    238.5            1    4
../datasets_2/cocomo81.arff  RMSE                     950.936          1    4
../datasets_2/cocomo81.arff  R2 Score                   0.67123        1    4
../datasets_2/cocomo81.arff  MAE                      446.923          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    231.25           2    4
../datasets_2/cocomo81.arff  RMSE                     620.959          2    4
../datasets_2/cocomo81.arff  R2 Score                  -0.422826       2    4
../datasets_2/cocomo81.arff  MAE                      251.678          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    225.6            1    5
../datasets_2/cocomo81.arff  RMSE                     350.061          1    5
../datasets_2/cocomo81.arff  R2 Score                   0.60848        1    5
../datasets_2/cocomo81.arff  MAE                      708.262          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    129              2    5
../datasets_2/cocomo81.arff  RMSE                    1692.7            2    5
../datasets_2/cocomo81.arff  R2 Score                   0.0341384      2    5
../datasets_2/cocomo81.arff  MAE                     1006.41           1    6
../datasets_2/cocomo81.arff  Median Absolute Error    244.333          1    6
../datasets_2/cocomo81.arff  RMSE                    2666.62           1    6
../datasets_2/cocomo81.arff  R2 Score                   0.208527       1    6
../datasets_2/cocomo81.arff  MAE                      264.141          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    230.5            2    6
../datasets_2/cocomo81.arff  RMSE                     407.152          2    6
../datasets_2/cocomo81.arff  R2 Score                  -0.554419       2    6
../datasets_2/cocomo81.arff  MAE                      222.516          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    196.143          1    7
../datasets_2/cocomo81.arff  RMSE                     249.268          1    7
../datasets_2/cocomo81.arff  R2 Score                  -2.31728        1    7
../datasets_2/cocomo81.arff  MAE                      289.989          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    184.143          2    7
../datasets_2/cocomo81.arff  RMSE                     456.515          2    7
../datasets_2/cocomo81.arff  R2 Score                   0.681529       2    7
../datasets_2/cocomo81.arff  MAE                      527.527          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    146.625          1    8
../datasets_2/cocomo81.arff  RMSE                    1293.9            1    8
../datasets_2/cocomo81.arff  R2 Score                   0.397937       1    8
../datasets_2/cocomo81.arff  MAE                      190.531          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    143              2    8
../datasets_2/cocomo81.arff  RMSE                     231.061          2    8
../datasets_2/cocomo81.arff  R2 Score                  -0.527766       2    8
../datasets_2/cocomo81.arff  MAE                      189.07           1    9
../datasets_2/cocomo81.arff  Median Absolute Error    202.333          1    9
../datasets_2/cocomo81.arff  RMSE                     214.789          1    9
../datasets_2/cocomo81.arff  R2 Score                  -1.32965        1    9
../datasets_2/cocomo81.arff  MAE                      603.121          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    256.778          2    9
../datasets_2/cocomo81.arff  RMSE                    1362.04           2    9
../datasets_2/cocomo81.arff  R2 Score                   0.372683       2    9
../datasets_2/china.arff     MAE                     1229.58           1    3
../datasets_2/china.arff     Median Absolute Error    645.167          1    3
../datasets_2/china.arff     RMSE                    2088.39           1    3
../datasets_2/china.arff     R2 Score                   0.810336       1    3
../datasets_2/china.arff     MAE                     1245.17           2    3
../datasets_2/china.arff     Median Absolute Error    557.5            2    3
../datasets_2/china.arff     RMSE                    2419.98           2    3
../datasets_2/china.arff     R2 Score                   0.840556       2    3
../datasets_2/china.arff     MAE                     1952.31           1    4
../datasets_2/china.arff     Median Absolute Error    521.25           1    4
../datasets_2/china.arff     RMSE                    4844.15           1    4
../datasets_2/china.arff     R2 Score                   0.705634       1    4
../datasets_2/china.arff     MAE                     2033.23           2    4
../datasets_2/china.arff     Median Absolute Error   1024              2    4
../datasets_2/china.arff     RMSE                    3721.97           2    4
../datasets_2/china.arff     R2 Score                   0.690967       2    4
../datasets_2/china.arff     MAE                     1613.81           1    5
../datasets_2/china.arff     Median Absolute Error    475.6            1    5
../datasets_2/china.arff     RMSE                    3838.09           1    5
../datasets_2/china.arff     R2 Score                   0.699044       1    5
../datasets_2/china.arff     MAE                     1813.48           2    5
../datasets_2/china.arff     Median Absolute Error    664.1            2    5
../datasets_2/china.arff     RMSE                    4142.4            2    5
../datasets_2/china.arff     R2 Score                   0.729164       2    5
../datasets_2/china.arff     MAE                     1490.95           1    6
../datasets_2/china.arff     Median Absolute Error    682.667          1    6
../datasets_2/china.arff     RMSE                    3160.61           1    6
../datasets_2/china.arff     R2 Score                   0.644113       1    6
../datasets_2/china.arff     MAE                     1583.51           2    6
../datasets_2/china.arff     Median Absolute Error    580.5            2    6
../datasets_2/china.arff     RMSE                    2782.43           2    6
../datasets_2/china.arff     R2 Score                   0.725567       2    6
../datasets_2/china.arff     MAE                     1858.37           1    7
../datasets_2/china.arff     Median Absolute Error    727.857          1    7
../datasets_2/china.arff     RMSE                    3833.74           1    7
../datasets_2/china.arff     R2 Score                   0.584089       1    7
../datasets_2/china.arff     MAE                     1917.06           2    7
../datasets_2/china.arff     Median Absolute Error    939.286          2    7
../datasets_2/china.arff     RMSE                    3633.51           2    7
../datasets_2/china.arff     R2 Score                   0.653893       2    7
../datasets_2/china.arff     MAE                     1776.83           1    8
../datasets_2/china.arff     Median Absolute Error    835.812          1    8
../datasets_2/china.arff     RMSE                    3635.13           1    8
../datasets_2/china.arff     R2 Score                   0.686162       1    8
../datasets_2/china.arff     MAE                     2102.96           2    8
../datasets_2/china.arff     Median Absolute Error    650.625          2    8
../datasets_2/china.arff     RMSE                    4507.7            2    8
../datasets_2/china.arff     R2 Score                   0.723032       2    8
../datasets_2/china.arff     MAE                     1496.44           1    9
../datasets_2/china.arff     Median Absolute Error    542.389          1    9
../datasets_2/china.arff     RMSE                    3198.13           1    9
../datasets_2/china.arff     R2 Score                   0.699301       1    9
../datasets_2/china.arff     MAE                     2126.86           2    9
../datasets_2/china.arff     Median Absolute Error    964.667          2    9
../datasets_2/china.arff     RMSE                    4719.19           2    9
../datasets_2/china.arff     R2 Score                   0.565919       2    9
../datasets_2/albrecht.arff  MAE                        3.00667        1    3
../datasets_2/albrecht.arff  Median Absolute Error      2.43333        1    3
../datasets_2/albrecht.arff  RMSE                       3.42471        1    3
../datasets_2/albrecht.arff  R2 Score                   0.557369       1    3
../datasets_2/albrecht.arff  MAE                       11.4867         2    3
../datasets_2/albrecht.arff  Median Absolute Error      4.46667        2    3
../datasets_2/albrecht.arff  RMSE                      17.5785         2    3
../datasets_2/albrecht.arff  R2 Score                   0.784363       2    3
../datasets_2/albrecht.arff  MAE                       11.08           1    4
../datasets_2/albrecht.arff  Median Absolute Error      4              1    4
../datasets_2/albrecht.arff  RMSE                      18.4735         1    4
../datasets_2/albrecht.arff  R2 Score                   0.182517       1    4
../datasets_2/albrecht.arff  MAE                       15.675          2    4
../datasets_2/albrecht.arff  Median Absolute Error      4.125          2    4
../datasets_2/albrecht.arff  RMSE                      25.786          2    4
../datasets_2/albrecht.arff  R2 Score                   0.440266       2    4
../datasets_2/albrecht.arff  MAE                       10.208          1    5
../datasets_2/albrecht.arff  Median Absolute Error      8.82           1    5
../datasets_2/albrecht.arff  RMSE                      11.7822         1    5
../datasets_2/albrecht.arff  R2 Score                  -4.22083        1    5
../datasets_2/albrecht.arff  MAE                       18.132          2    5
../datasets_2/albrecht.arff  Median Absolute Error      7.36           2    5
../datasets_2/albrecht.arff  RMSE                      28.7879         2    5
../datasets_2/albrecht.arff  R2 Score                   0.449765       2    5
../datasets_2/albrecht.arff  MAE                       15.45           1    6
../datasets_2/albrecht.arff  Median Absolute Error      6.8            1    6
../datasets_2/albrecht.arff  RMSE                      27.6737         1    6
../datasets_2/albrecht.arff  R2 Score                   0.402332       1    6
../datasets_2/albrecht.arff  MAE                       14.1033         2    6
../datasets_2/albrecht.arff  Median Absolute Error      1.88333        2    6
../datasets_2/albrecht.arff  RMSE                      28.1517         2    6
../datasets_2/albrecht.arff  R2 Score                   0.453423       2    6
../datasets_2/albrecht.arff  MAE                        1.87714        1    7
../datasets_2/albrecht.arff  Median Absolute Error      1.08571        1    7
../datasets_2/albrecht.arff  RMSE                       2.243          1    7
../datasets_2/albrecht.arff  R2 Score                   0.0568646      1    7
../datasets_2/albrecht.arff  MAE                        6.17143        2    7
../datasets_2/albrecht.arff  Median Absolute Error      6.34286        2    7
../datasets_2/albrecht.arff  RMSE                       6.30696        2    7
../datasets_2/albrecht.arff  R2 Score                  -3.13731        2    7
../datasets_2/albrecht.arff  MAE                        3.9            1    8
../datasets_2/albrecht.arff  Median Absolute Error      3.2375         1    8
../datasets_2/albrecht.arff  RMSE                       4.85852        1    8
../datasets_2/albrecht.arff  R2 Score                   0.201772       1    8
../datasets_2/albrecht.arff  MAE                       16.375          2    8
../datasets_2/albrecht.arff  Median Absolute Error      3.8625         2    8
../datasets_2/albrecht.arff  RMSE                      31.264          2    8
../datasets_2/albrecht.arff  R2 Score                   0.335248       2    8
../datasets_2/albrecht.arff  MAE                       26.0422         1    9
../datasets_2/albrecht.arff  Median Absolute Error      9.8            1    9
../datasets_2/albrecht.arff  RMSE                      39.1264         1    9
../datasets_2/albrecht.arff  R2 Score                  -0.0589333      1    9
../datasets_2/albrecht.arff  MAE                        6.32444        2    9
../datasets_2/albrecht.arff  Median Absolute Error      2.82222        2    9
../datasets_2/albrecht.arff  RMSE                       9.07938        2    9
../datasets_2/albrecht.arff  R2 Score                  -0.12361        2    9
../datasets_2/kemerer.arff   MAE                       66.6            1    3
../datasets_2/kemerer.arff   Median Absolute Error     56.3            1    3
../datasets_2/kemerer.arff   RMSE                      68.7913         1    3
../datasets_2/kemerer.arff   R2 Score                   0.371756       1    3
../datasets_2/kemerer.arff   MAE                       95.5667         2    3
../datasets_2/kemerer.arff   Median Absolute Error     78.5667         2    3
../datasets_2/kemerer.arff   RMSE                      98.6726         2    3
../datasets_2/kemerer.arff   R2 Score                  -5.36075        2    3
../datasets_2/kemerer.arff   MAE                       89.7417         1    4
../datasets_2/kemerer.arff   Median Absolute Error    111.925          1    4
../datasets_2/kemerer.arff   RMSE                      99.0381         1    4
../datasets_2/kemerer.arff   R2 Score                  -1.85364        1    4
../datasets_2/kemerer.arff   MAE                       69.35           2    4
../datasets_2/kemerer.arff   Median Absolute Error     91.325          2    4
../datasets_2/kemerer.arff   RMSE                      80.9877         2    4
../datasets_2/kemerer.arff   R2 Score                  -0.0140512      2    4
../datasets_2/kemerer.arff   MAE                       60.7533         1    5
../datasets_2/kemerer.arff   Median Absolute Error     44.62           1    5
../datasets_2/kemerer.arff   RMSE                      66.2067         1    5
../datasets_2/kemerer.arff   R2 Score                -143.283          1    5
../datasets_2/kemerer.arff   MAE                       28.5933         2    5
../datasets_2/kemerer.arff   Median Absolute Error     40.72           2    5
../datasets_2/kemerer.arff   RMSE                      34.6512         2    5
../datasets_2/kemerer.arff   R2 Score                   0.802596       2    5
../datasets_2/kemerer.arff   MAE                       62.8667         1    6
../datasets_2/kemerer.arff   Median Absolute Error     83.5833         1    6
../datasets_2/kemerer.arff   RMSE                      71.1297         1    6
../datasets_2/kemerer.arff   R2 Score                  -0.688408       1    6
../datasets_2/kemerer.arff   MAE                      165.273          2    6
../datasets_2/kemerer.arff   Median Absolute Error    136.717          2    6
../datasets_2/kemerer.arff   RMSE                     185.039          2    6
../datasets_2/kemerer.arff   R2 Score                  -7.8853         2    6
../datasets_2/kemerer.arff   MAE                       72.7857         1    7
../datasets_2/kemerer.arff   Median Absolute Error     76.5            1    7
../datasets_2/kemerer.arff   RMSE                      73.108          1    7
../datasets_2/kemerer.arff   R2 Score                   0.105788       1    7
../datasets_2/kemerer.arff   MAE                      102.429          2    7
../datasets_2/kemerer.arff   Median Absolute Error     94              2    7
../datasets_2/kemerer.arff   RMSE                     103.322          2    7
../datasets_2/kemerer.arff   R2 Score                -272.246          2    7
../datasets_2/kemerer.arff   MAE                       74.5875         1    8
../datasets_2/kemerer.arff   Median Absolute Error     71.4875         1    8
../datasets_2/kemerer.arff   RMSE                      75.0442         1    8
../datasets_2/kemerer.arff   R2 Score                   0.11773        1    8
../datasets_2/kemerer.arff   MAE                       86.4583         2    8
../datasets_2/kemerer.arff   Median Absolute Error     49.7            2    8
../datasets_2/kemerer.arff   RMSE                     103.953          2    8
../datasets_2/kemerer.arff   R2 Score                   0.140937       2    8
../datasets_2/kemerer.arff   MAE                       95.7856         1    9
../datasets_2/kemerer.arff   Median Absolute Error     64.7556         1    9
../datasets_2/kemerer.arff   RMSE                     107.126          1    9
../datasets_2/kemerer.arff   R2 Score                  -1.07979        1    9
../datasets_2/kemerer.arff   MAE                       76.2926         2    9
../datasets_2/kemerer.arff   Median Absolute Error     78.1222         2    9
../datasets_2/kemerer.arff   RMSE                      76.5113         2    9
../datasets_2/kemerer.arff   R2 Score                -150.736          2    9
../datasets_2/cocomo81.arff  MAE                      433.128          1    3
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667         1    3
../datasets_2/cocomo81.arff  RMSE                     844.675          1    3
../datasets_2/cocomo81.arff  R2 Score                  -1.50013        1    3
../datasets_2/cocomo81.arff  MAE                     1262.23           2    3
../datasets_2/cocomo81.arff  Median Absolute Error    223.333          2    3
../datasets_2/cocomo81.arff  RMSE                    2860.33           2    3
../datasets_2/cocomo81.arff  R2 Score                   0.254133       2    3
../datasets_2/cocomo81.arff  MAE                      163.225          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    130.25           1    4
../datasets_2/cocomo81.arff  RMSE                     214.32           1    4
../datasets_2/cocomo81.arff  R2 Score                  -0.0850381      1    4
../datasets_2/cocomo81.arff  MAE                      246.533          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    155              2    4
../datasets_2/cocomo81.arff  RMSE                     317.622          2    4
../datasets_2/cocomo81.arff  R2 Score                   0.75613        2    4
../datasets_2/cocomo81.arff  MAE                      184.551          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    229.6            1    5
../datasets_2/cocomo81.arff  RMSE                     221.732          1    5
../datasets_2/cocomo81.arff  R2 Score                  -0.350966       1    5
../datasets_2/cocomo81.arff  MAE                      162.037          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    150.8            2    5
../datasets_2/cocomo81.arff  RMSE                     191.941          2    5
../datasets_2/cocomo81.arff  R2 Score                   0.0553088      2    5
../datasets_2/cocomo81.arff  MAE                      800.55           1    6
../datasets_2/cocomo81.arff  Median Absolute Error    268.983          1    6
../datasets_2/cocomo81.arff  RMSE                    1745.69           1    6
../datasets_2/cocomo81.arff  R2 Score                  -0.00136426     1    6
../datasets_2/cocomo81.arff  MAE                      405.936          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    288.5            2    6
../datasets_2/cocomo81.arff  RMSE                     552.495          2    6
../datasets_2/cocomo81.arff  R2 Score                   0.52458        2    6
../datasets_2/cocomo81.arff  MAE                     1570.32           1    7
../datasets_2/cocomo81.arff  Median Absolute Error    222.857          1    7
../datasets_2/cocomo81.arff  RMSE                    3422.51           1    7
../datasets_2/cocomo81.arff  R2 Score                  -0.0961191      1    7
../datasets_2/cocomo81.arff  MAE                      263.001          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    230.857          2    7
../datasets_2/cocomo81.arff  RMSE                     315.816          2    7
../datasets_2/cocomo81.arff  R2 Score                  -0.00348938     2    7
../datasets_2/cocomo81.arff  MAE                      945.486          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    239.625          1    8
../datasets_2/cocomo81.arff  RMSE                    2741.32           1    8
../datasets_2/cocomo81.arff  R2 Score                   0.176625       1    8
../datasets_2/cocomo81.arff  MAE                      887.287          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    282.375          2    8
../datasets_2/cocomo81.arff  RMSE                    1831.5            2    8
../datasets_2/cocomo81.arff  R2 Score                  -0.164721       2    8
../datasets_2/cocomo81.arff  MAE                      172.357          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    170.222          1    9
../datasets_2/cocomo81.arff  RMSE                     197.755          1    9
../datasets_2/cocomo81.arff  R2 Score                  -0.342018       1    9
../datasets_2/cocomo81.arff  MAE                      250.359          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    124.778          2    9
../datasets_2/cocomo81.arff  RMSE                     483.561          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.499113       2    9
../datasets_2/china.arff     MAE                     1376.05           1    3
../datasets_2/china.arff     Median Absolute Error    574.167          1    3
../datasets_2/china.arff     RMSE                    2845.53           1    3
../datasets_2/china.arff     R2 Score                   0.735957       1    3
../datasets_2/china.arff     MAE                     1848.49           2    3
../datasets_2/china.arff     Median Absolute Error    759.167          2    3
../datasets_2/china.arff     RMSE                    3988.93           2    3
../datasets_2/china.arff     R2 Score                   0.692113       2    3
../datasets_2/china.arff     MAE                     1140.36           1    4
../datasets_2/china.arff     Median Absolute Error    523              1    4
../datasets_2/china.arff     RMSE                    2775.85           1    4
../datasets_2/china.arff     R2 Score                   0.728581       1    4
../datasets_2/china.arff     MAE                     1396.55           2    4
../datasets_2/china.arff     Median Absolute Error    865              2    4
../datasets_2/china.arff     RMSE                    2958.77           2    4
../datasets_2/china.arff     R2 Score                   0.74861        2    4
../datasets_2/china.arff     MAE                     1482.01           1    5
../datasets_2/china.arff     Median Absolute Error    617.7            1    5
../datasets_2/china.arff     RMSE                    2754.54           1    5
../datasets_2/china.arff     R2 Score                   0.670303       1    5
../datasets_2/china.arff     MAE                     1613.65           2    5
../datasets_2/china.arff     Median Absolute Error    660.3            2    5
../datasets_2/china.arff     RMSE                    4003.96           2    5
../datasets_2/china.arff     R2 Score                   0.715669       2    5
../datasets_2/china.arff     MAE                     2284.23           1    6
../datasets_2/china.arff     Median Absolute Error    658.917          1    6
../datasets_2/china.arff     RMSE                    5837.92           1    6
../datasets_2/china.arff     R2 Score                   0.601839       1    6
../datasets_2/china.arff     MAE                     1830.98           2    6
../datasets_2/china.arff     Median Absolute Error    783.75           2    6
../datasets_2/china.arff     RMSE                    2895.72           2    6
../datasets_2/china.arff     R2 Score                   0.737914       2    6
../datasets_2/china.arff     MAE                     1413.36           1    7
../datasets_2/china.arff     Median Absolute Error    538.286          1    7
../datasets_2/china.arff     RMSE                    3330.77           1    7
../datasets_2/china.arff     R2 Score                   0.495656       1    7
../datasets_2/china.arff     MAE                     1486.29           2    7
../datasets_2/china.arff     Median Absolute Error    587.286          2    7
../datasets_2/china.arff     RMSE                    3206.66           2    7
../datasets_2/china.arff     R2 Score                   0.718532       2    7
../datasets_2/china.arff     MAE                     1434.94           1    8
../datasets_2/china.arff     Median Absolute Error    526.688          1    8
../datasets_2/china.arff     RMSE                    2805.81           1    8
../datasets_2/china.arff     R2 Score                   0.733291       1    8
../datasets_2/china.arff     MAE                     1486.54           2    8
../datasets_2/china.arff     Median Absolute Error    607              2    8
../datasets_2/china.arff     RMSE                    2683.33           2    8
../datasets_2/china.arff     R2 Score                   0.692054       2    8
../datasets_2/china.arff     MAE                     1968.38           1    9
../datasets_2/china.arff     Median Absolute Error    567.944          1    9
../datasets_2/china.arff     RMSE                    4924.74           1    9
../datasets_2/china.arff     R2 Score                   0.537924       1    9
../datasets_2/china.arff     MAE                     1864.13           2    9
../datasets_2/china.arff     Median Absolute Error    774.111          2    9
../datasets_2/china.arff     RMSE                    4521.4            2    9
../datasets_2/china.arff     R2 Score                   0.583712       2    9
../datasets_2/albrecht.arff  MAE                        2.03333        1    3
../datasets_2/albrecht.arff  Median Absolute Error      1.9            1    3
../datasets_2/albrecht.arff  RMSE                       2.06769        1    3
../datasets_2/albrecht.arff  R2 Score                   0.771255       1    3
../datasets_2/albrecht.arff  MAE                        3.00667        2    3
../datasets_2/albrecht.arff  Median Absolute Error      3.86667        2    3
../datasets_2/albrecht.arff  RMSE                       3.42166        2    3
../datasets_2/albrecht.arff  R2 Score                   0.0740448      2    3
../datasets_2/albrecht.arff  MAE                        3.36           1    4
../datasets_2/albrecht.arff  Median Absolute Error      1.975          1    4
../datasets_2/albrecht.arff  RMSE                       4.33561        1    4
../datasets_2/albrecht.arff  R2 Score                   0.587217       1    4
../datasets_2/albrecht.arff  MAE                        5.02           2    4
../datasets_2/albrecht.arff  Median Absolute Error      4.1            2    4
../datasets_2/albrecht.arff  RMSE                       5.52723        2    4
../datasets_2/albrecht.arff  R2 Score                  -4.87053        2    4
../datasets_2/albrecht.arff  MAE                        3.956          1    5
../datasets_2/albrecht.arff  Median Absolute Error      3.54           1    5
../datasets_2/albrecht.arff  RMSE                       4.27928        1    5
../datasets_2/albrecht.arff  R2 Score                  -0.859488       1    5
../datasets_2/albrecht.arff  MAE                        4.432          2    5
../datasets_2/albrecht.arff  Median Absolute Error      3.56           2    5
../datasets_2/albrecht.arff  RMSE                       6.29919        2    5
../datasets_2/albrecht.arff  R2 Score                   0.670558       2    5
../datasets_2/albrecht.arff  MAE                        6.46667        1    6
../datasets_2/albrecht.arff  Median Absolute Error      2.21667        1    6
../datasets_2/albrecht.arff  RMSE                       9.94695        1    6
../datasets_2/albrecht.arff  R2 Score                  -0.756606       1    6
../datasets_2/albrecht.arff  MAE                        4.30333        2    6
../datasets_2/albrecht.arff  Median Absolute Error      5.35           2    6
../datasets_2/albrecht.arff  RMSE                       5.0384         2    6
../datasets_2/albrecht.arff  R2 Score                  -0.225311       2    6
../datasets_2/albrecht.arff  MAE                        7.02857        1    7
../datasets_2/albrecht.arff  Median Absolute Error      5.57143        1    7
../datasets_2/albrecht.arff  RMSE                       8.65586        1    7
../datasets_2/albrecht.arff  R2 Score                   0.840564       1    7
../datasets_2/albrecht.arff  MAE                        2.97714        2    7
../datasets_2/albrecht.arff  Median Absolute Error      1.17143        2    7
../datasets_2/albrecht.arff  RMSE                       3.99699        2    7
../datasets_2/albrecht.arff  R2 Score                   0.371621       2    7
../datasets_2/albrecht.arff  MAE                        3.7825         1    8
../datasets_2/albrecht.arff  Median Absolute Error      2.45           1    8
../datasets_2/albrecht.arff  RMSE                       5.17664        1    8
../datasets_2/albrecht.arff  R2 Score                  -0.837163       1    8
../datasets_2/albrecht.arff  MAE                        2.6875         2    8
../datasets_2/albrecht.arff  Median Absolute Error      2.05           2    8
../datasets_2/albrecht.arff  RMSE                       3.66718        2    8
../datasets_2/albrecht.arff  R2 Score                   0.353128       2    8
../datasets_2/albrecht.arff  MAE                        4.80889        1    9
../datasets_2/albrecht.arff  Median Absolute Error      5.24444        1    9
../datasets_2/albrecht.arff  RMSE                       5.2581         1    9
../datasets_2/albrecht.arff  R2 Score                   0.249408       1    9
../datasets_2/albrecht.arff  MAE                        6.79778        2    9
../datasets_2/albrecht.arff  Median Absolute Error      2.76667        2    9
../datasets_2/albrecht.arff  RMSE                      10.948          2    9
../datasets_2/albrecht.arff  R2 Score                   0.710352       2    9
../datasets_2/kemerer.arff   MAE                       52.1444         1    3
../datasets_2/kemerer.arff   Median Absolute Error     52.6333         1    3
../datasets_2/kemerer.arff   RMSE                      61.0854         1    3
../datasets_2/kemerer.arff   R2 Score                   0.212798       1    3
../datasets_2/kemerer.arff   MAE                       45.9222         2    3
../datasets_2/kemerer.arff   Median Absolute Error      6.66667        2    3
../datasets_2/kemerer.arff   RMSE                      72.7785         2    3
../datasets_2/kemerer.arff   R2 Score                 -14.3577         2    3
../datasets_2/kemerer.arff   MAE                       44.5167         1    4
../datasets_2/kemerer.arff   Median Absolute Error     16.7            1    4
../datasets_2/kemerer.arff   RMSE                      62.2954         1    4
../datasets_2/kemerer.arff   R2 Score                  -0.295049       1    4
../datasets_2/kemerer.arff   MAE                      330.878          2    4
../datasets_2/kemerer.arff   Median Absolute Error     94.875          2    4
../datasets_2/kemerer.arff   RMSE                     498.81           2    4
../datasets_2/kemerer.arff   R2 Score                  -0.127038       2    4
../datasets_2/kemerer.arff   MAE                       35.2733         1    5
../datasets_2/kemerer.arff   Median Absolute Error      3.22           1    5
../datasets_2/kemerer.arff   RMSE                      58.5541         1    5
../datasets_2/kemerer.arff   R2 Score                   0.519884       1    5
../datasets_2/kemerer.arff   MAE                       57.7733         2    5
../datasets_2/kemerer.arff   Median Absolute Error     76.32           2    5
../datasets_2/kemerer.arff   RMSE                      67.4531         2    5
../datasets_2/kemerer.arff   R2 Score                 -81.5223         2    5
../datasets_2/kemerer.arff   MAE                      139.378          1    6
../datasets_2/kemerer.arff   Median Absolute Error    102.883          1    6
../datasets_2/kemerer.arff   RMSE                     160.482          1    6
../datasets_2/kemerer.arff   R2 Score                  -1.74518        1    6
../datasets_2/kemerer.arff   MAE                       67.5844         2    6
../datasets_2/kemerer.arff   Median Absolute Error     76.1017         2    6
../datasets_2/kemerer.arff   RMSE                      68.778          2    6
../datasets_2/kemerer.arff   R2 Score                   0.394883       2    6
../datasets_2/kemerer.arff   MAE                      321.037          1    7
../datasets_2/kemerer.arff   Median Absolute Error     63.1714         1    7
../datasets_2/kemerer.arff   RMSE                     519.995          1    7
../datasets_2/kemerer.arff   R2 Score                  -0.242322       1    7
../datasets_2/kemerer.arff   MAE                      110.043          2    7
../datasets_2/kemerer.arff   Median Absolute Error    103.1            2    7
