Dataset                      Metric                    metric valor    p    k
../datasets_2/kemerer.arff   Median Absolute Error     72.7667         1    9
../datasets_2/kemerer.arff   RMSE                      66.9296         1    9
../datasets_2/kemerer.arff   R2 Score                  -2.1288         1    9
../datasets_2/kemerer.arff   MAE                      345.192          2    9
../datasets_2/kemerer.arff   Median Absolute Error     61.0333         2    9
../datasets_2/kemerer.arff   RMSE                     533.284          2    9
../datasets_2/kemerer.arff   R2 Score                  -0.388961       2    9
../datasets_2/cocomo81.arff  MAE                      770.821          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    225              1    3
../datasets_2/cocomo81.arff  RMSE                    1675.17           1    3
../datasets_2/cocomo81.arff  R2 Score                   0.0641195      1    3
../datasets_2/cocomo81.arff  MAE                      582.795          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    255.667          2    3
../datasets_2/cocomo81.arff  RMSE                     958.015          2    3
../datasets_2/cocomo81.arff  R2 Score                  -0.695691       2    3
../datasets_2/cocomo81.arff  MAE                      523.494          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    311.75           1    4
../datasets_2/cocomo81.arff  RMSE                     924.528          1    4
../datasets_2/cocomo81.arff  R2 Score                   0.695793       1    4
../datasets_2/cocomo81.arff  MAE                      643.888          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    204.95           2    4
../datasets_2/cocomo81.arff  RMSE                    1617.84           2    4
../datasets_2/cocomo81.arff  R2 Score                   0.125972       2    4
../datasets_2/cocomo81.arff  MAE                      346.323          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    160              1    5
../datasets_2/cocomo81.arff  RMSE                     580.732          1    5
../datasets_2/cocomo81.arff  R2 Score                  -2.00624        1    5
../datasets_2/cocomo81.arff  MAE                      242.108          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    249.8            2    5
../datasets_2/cocomo81.arff  RMSE                     300.969          2    5
../datasets_2/cocomo81.arff  R2 Score                   0.704945       2    5
../datasets_2/cocomo81.arff  MAE                     1075.45           1    6
../datasets_2/cocomo81.arff  Median Absolute Error    210.333          1    6
../datasets_2/cocomo81.arff  RMSE                    2700.46           1    6
../datasets_2/cocomo81.arff  R2 Score                   0.187397       1    6
../datasets_2/cocomo81.arff  MAE                     1118.95           2    6
../datasets_2/cocomo81.arff  Median Absolute Error    230              2    6
../datasets_2/cocomo81.arff  RMSE                    2807.06           2    6
../datasets_2/cocomo81.arff  R2 Score                   0.129739       2    6
../datasets_2/cocomo81.arff  MAE                      892.349          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    312.286          1    7
../datasets_2/cocomo81.arff  RMSE                    1921.06           1    7
../datasets_2/cocomo81.arff  R2 Score                  -0.187547       1    7
../datasets_2/cocomo81.arff  MAE                     1018.52           2    7
../datasets_2/cocomo81.arff  Median Absolute Error    158.143          2    7
../datasets_2/cocomo81.arff  RMSE                    2808.26           2    7
../datasets_2/cocomo81.arff  R2 Score                   0.110354       2    7
../datasets_2/cocomo81.arff  MAE                      955.019          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    263.125          1    8
../datasets_2/cocomo81.arff  RMSE                    1952.37           1    8
../datasets_2/cocomo81.arff  R2 Score                  -0.21849        1    8
../datasets_2/cocomo81.arff  MAE                      378.646          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    181.875          2    8
../datasets_2/cocomo81.arff  RMSE                     701.478          2    8
../datasets_2/cocomo81.arff  R2 Score                 -37.687          2    8
../datasets_2/cocomo81.arff  MAE                      197.846          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    194.222          1    9
../datasets_2/cocomo81.arff  RMSE                     214.326          1    9
../datasets_2/cocomo81.arff  R2 Score                  -0.89948        1    9
../datasets_2/cocomo81.arff  MAE                      827.949          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    226.667          2    9
../datasets_2/cocomo81.arff  RMSE                    1780.51           2    9
../datasets_2/cocomo81.arff  R2 Score                  -0.0586632      2    9
../datasets_2/china.arff     MAE                     1288.7            1    3
../datasets_2/china.arff     Median Absolute Error    465.833          1    3
../datasets_2/china.arff     RMSE                    2842.23           1    3
../datasets_2/china.arff     R2 Score                   0.727246       1    3
../datasets_2/china.arff     MAE                     2103.01           2    3
../datasets_2/china.arff     Median Absolute Error    989.667          2    3
../datasets_2/china.arff     RMSE                    3839.18           2    3
../datasets_2/china.arff     R2 Score                   0.633159       2    3
../datasets_2/china.arff     MAE                     1433.25           1    4
../datasets_2/china.arff     Median Absolute Error    515.75           1    4
../datasets_2/china.arff     RMSE                    4190.57           1    4
../datasets_2/china.arff     R2 Score                   0.723981       1    4
../datasets_2/china.arff     MAE                     1888.36           2    4
../datasets_2/china.arff     Median Absolute Error    784.125          2    4
../datasets_2/china.arff     RMSE                    4295.45           2    4
../datasets_2/china.arff     R2 Score                   0.760527       2    4
../datasets_2/china.arff     MAE                     1963.98           1    5
../datasets_2/china.arff     Median Absolute Error    599.3            1    5
../datasets_2/china.arff     RMSE                    5361.35           1    5
../datasets_2/china.arff     R2 Score                   0.615313       1    5
../datasets_2/china.arff     MAE                     1443.13           2    5
../datasets_2/china.arff     Median Absolute Error    839.8            2    5
../datasets_2/china.arff     RMSE                    2646.22           2    5
../datasets_2/china.arff     R2 Score                   0.81627        2    5
../datasets_2/china.arff     MAE                     2022.15           1    6
../datasets_2/china.arff     Median Absolute Error    776.75           1    6
../datasets_2/china.arff     RMSE                    4448.87           1    6
../datasets_2/china.arff     R2 Score                   0.573813       1    6
../datasets_2/china.arff     MAE                     1611.54           2    6
../datasets_2/china.arff     Median Absolute Error    739.667          2    6
../datasets_2/china.arff     RMSE                    2997.87           2    6
../datasets_2/china.arff     R2 Score                   0.785091       2    6
../datasets_2/china.arff     MAE                     1963.13           1    7
../datasets_2/china.arff     Median Absolute Error    742.786          1    7
../datasets_2/china.arff     RMSE                    4207.53           1    7
../datasets_2/china.arff     R2 Score                   0.612205       1    7
../datasets_2/china.arff     MAE                     2027.76           2    7
../datasets_2/china.arff     Median Absolute Error    669.286          2    7
../datasets_2/china.arff     RMSE                    4929.38           2    7
../datasets_2/china.arff     R2 Score                   0.599122       2    7
../datasets_2/china.arff     MAE                     1780.6            1    8
../datasets_2/china.arff     Median Absolute Error    631.062          1    8
../datasets_2/china.arff     RMSE                    3681.13           1    8
../datasets_2/china.arff     R2 Score                   0.687015       1    8
../datasets_2/china.arff     MAE                     2335.84           2    8
../datasets_2/china.arff     Median Absolute Error    877.562          2    8
../datasets_2/china.arff     RMSE                    4727.81           2    8
../datasets_2/china.arff     R2 Score                   0.646731       2    8
../datasets_2/china.arff     MAE                     1475.47           1    9
../datasets_2/china.arff     Median Absolute Error    661.944          1    9
../datasets_2/china.arff     RMSE                    2750.4            1    9
../datasets_2/china.arff     R2 Score                   0.723692       1    9
../datasets_2/china.arff     MAE                     2012.32           2    9
../datasets_2/china.arff     Median Absolute Error   1018.11           2    9
../datasets_2/china.arff     RMSE                    3640.21           2    9
../datasets_2/china.arff     R2 Score                   0.723648       2    9
../datasets_2/albrecht.arff  MAE                       10.4067         1    3
../datasets_2/albrecht.arff  Median Absolute Error      4.3            1    3
../datasets_2/albrecht.arff  RMSE                      17.3754         1    3
../datasets_2/albrecht.arff  R2 Score                   0.236359       1    3
../datasets_2/albrecht.arff  MAE                       11.8333         2    3
../datasets_2/albrecht.arff  Median Absolute Error      2.2            2    3
../datasets_2/albrecht.arff  RMSE                      17.8224         2    3
../datasets_2/albrecht.arff  R2 Score                   0.236379       2    3
../datasets_2/albrecht.arff  MAE                        3.045          1    4
../datasets_2/albrecht.arff  Median Absolute Error      2.975          1    4
../datasets_2/albrecht.arff  RMSE                       3.8403         1    4
../datasets_2/albrecht.arff  R2 Score                   0.252833       1    4
../datasets_2/albrecht.arff  MAE                        7.945          2    4
../datasets_2/albrecht.arff  Median Absolute Error      4.875          2    4
../datasets_2/albrecht.arff  RMSE                       9.87322        2    4
../datasets_2/albrecht.arff  R2 Score                   0.0360846      2    4
../datasets_2/albrecht.arff  MAE                       30.856          1    5
../datasets_2/albrecht.arff  Median Absolute Error      1.16           1    5
../datasets_2/albrecht.arff  RMSE                      48.0142         1    5
../datasets_2/albrecht.arff  R2 Score                  -0.0104631      1    5
../datasets_2/albrecht.arff  MAE                        6.14           2    5
../datasets_2/albrecht.arff  Median Absolute Error      5.14           2    5
../datasets_2/albrecht.arff  RMSE                       7.99593        2    5
../datasets_2/albrecht.arff  R2 Score                   0.566232       2    5
../datasets_2/albrecht.arff  MAE                        5.35           1    6
../datasets_2/albrecht.arff  Median Absolute Error      4.88333        1    6
../datasets_2/albrecht.arff  RMSE                       6.39723        1    6
../datasets_2/albrecht.arff  R2 Score                   0.911577       1    6
../datasets_2/albrecht.arff  MAE                       42.9433         2    6
../datasets_2/albrecht.arff  Median Absolute Error     41              2    6
../datasets_2/albrecht.arff  RMSE                      56.6241         2    6
../datasets_2/albrecht.arff  R2 Score                  -0.856177       2    6
../datasets_2/albrecht.arff  MAE                       16.7743         1    7
../datasets_2/albrecht.arff  Median Absolute Error      3.87143        1    7
../datasets_2/albrecht.arff  RMSE                      30.8805         1    7
../datasets_2/albrecht.arff  R2 Score                   0.356356       1    7
../datasets_2/albrecht.arff  MAE                        6.27429        2    7
../datasets_2/albrecht.arff  Median Absolute Error      6.02857        2    7
../datasets_2/albrecht.arff  RMSE                       8.65049        2    7
../datasets_2/albrecht.arff  R2 Score                   0.486494       2    7
../datasets_2/albrecht.arff  MAE                        4.3375         1    8
../datasets_2/albrecht.arff  Median Absolute Error      3.975          1    8
../datasets_2/albrecht.arff  RMSE                       4.91663        1    8
../datasets_2/albrecht.arff  R2 Score                  -0.81339        1    8
../datasets_2/albrecht.arff  MAE                       14.89           2    8
../datasets_2/albrecht.arff  Median Absolute Error      3.2875         2    8
../datasets_2/albrecht.arff  RMSE                      29.6348         2    8
../datasets_2/albrecht.arff  R2 Score                   0.35441        2    8
../datasets_2/albrecht.arff  MAE                        5.54           1    9
../datasets_2/albrecht.arff  Median Absolute Error      7.03333        1    9
../datasets_2/albrecht.arff  RMSE                       6.66258        1    9
../datasets_2/albrecht.arff  R2 Score                   0.194058       1    9
../datasets_2/albrecht.arff  MAE                       26.3511         2    9
../datasets_2/albrecht.arff  Median Absolute Error      9.32222        2    9
../datasets_2/albrecht.arff  RMSE                      38.7668         2    9
../datasets_2/albrecht.arff  R2 Score                  -0.00262341     2    9
../datasets_2/kemerer.arff   MAE                       86.7            1    3
../datasets_2/kemerer.arff   Median Absolute Error     80.5667         1    3
../datasets_2/kemerer.arff   RMSE                     112.809          1    3
../datasets_2/kemerer.arff   R2 Score                 -30.7124         1    3
../datasets_2/kemerer.arff   MAE                      102.968          2    3
../datasets_2/kemerer.arff   Median Absolute Error    108.767          2    3
../datasets_2/kemerer.arff   RMSE                     116.696          2    3
../datasets_2/kemerer.arff   R2 Score                  -0.887179       2    3
../datasets_2/kemerer.arff   MAE                       83.3342         1    4
../datasets_2/kemerer.arff   Median Absolute Error     76.15           1    4
../datasets_2/kemerer.arff   RMSE                      85.0943         1    4
../datasets_2/kemerer.arff   R2 Score                   0.396451       1    4
../datasets_2/kemerer.arff   MAE                       57.3417         2    4
../datasets_2/kemerer.arff   Median Absolute Error     69              2    4
../datasets_2/kemerer.arff   RMSE                      64.7917         2    4
../datasets_2/kemerer.arff   R2 Score                  -0.340001       2    4
../datasets_2/kemerer.arff   MAE                      329.423          1    5
../datasets_2/kemerer.arff   Median Absolute Error     96.7            1    5
../datasets_2/kemerer.arff   RMSE                     517.056          1    5
../datasets_2/kemerer.arff   R2 Score                  -0.147801       1    5
../datasets_2/kemerer.arff   MAE                      102.747          2    5
../datasets_2/kemerer.arff   Median Absolute Error     89.68           2    5
../datasets_2/kemerer.arff   RMSE                     105.545          2    5
../datasets_2/kemerer.arff   R2 Score                   0.134332       2    5
../datasets_2/kemerer.arff   MAE                      116.595          1    6
../datasets_2/kemerer.arff   Median Absolute Error     96.7333         1    6
../datasets_2/kemerer.arff   RMSE                     152.184          1    6
../datasets_2/kemerer.arff   R2 Score                  -1.91629        1    6
../datasets_2/kemerer.arff   MAE                      115.273          2    6
../datasets_2/kemerer.arff   Median Absolute Error     74.0683         2    6
../datasets_2/kemerer.arff   RMSE                     148.612          2    6
../datasets_2/kemerer.arff   R2 Score                  -1.75367        2    6
../datasets_2/kemerer.arff   MAE                       98.9381         1    7
../datasets_2/kemerer.arff   Median Absolute Error     92.1143         1    7
../datasets_2/kemerer.arff   RMSE                     100.262          1    7
../datasets_2/kemerer.arff   R2 Score                  -0.932182       1    7
../datasets_2/kemerer.arff   MAE                      110.043          2    7
../datasets_2/kemerer.arff   Median Absolute Error    103.1            2    7
../datasets_2/kemerer.arff   RMSE                     110.638          2    7
../datasets_2/kemerer.arff   R2 Score                 -17.3362         2    7
../datasets_2/kemerer.arff   MAE                      329.953          1    8
../datasets_2/kemerer.arff   Median Absolute Error     74.6625         1    8
../datasets_2/kemerer.arff   RMSE                     529.591          1    8
../datasets_2/kemerer.arff   R2 Score                  -0.50522        1    8
../datasets_2/kemerer.arff   MAE                       49.8208         2    8
../datasets_2/kemerer.arff   Median Absolute Error     57.425          2    8
../datasets_2/kemerer.arff   RMSE                      51.6949         2    8
../datasets_2/kemerer.arff   R2 Score                   0.475974       2    8
../datasets_2/kemerer.arff   MAE                       81.123          1    9
../datasets_2/kemerer.arff   Median Absolute Error     72.2111         1    9
../datasets_2/kemerer.arff   RMSE                      98.1438         1    9
../datasets_2/kemerer.arff   R2 Score                  -0.670086       1    9
../datasets_2/kemerer.arff   MAE                      373.907          2    9
../datasets_2/kemerer.arff   Median Absolute Error    129.578          2    9
../datasets_2/kemerer.arff   RMSE                     537.098          2    9
../datasets_2/kemerer.arff   R2 Score                  -0.166257       2    9
../datasets_2/cocomo81.arff  MAE                      801.233          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    366.667          1    3
../datasets_2/cocomo81.arff  RMSE                    1677.59           1    3
../datasets_2/cocomo81.arff  R2 Score                   0.0621546      1    3
../datasets_2/cocomo81.arff  MAE                      792.282          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    178.667          2    3
../datasets_2/cocomo81.arff  RMSE                    1736.85           2    3
../datasets_2/cocomo81.arff  R2 Score                  -7.76638        2    3
../datasets_2/cocomo81.arff  MAE                      190.658          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    153.75           1    4
../datasets_2/cocomo81.arff  RMSE                     255.695          1    4
../datasets_2/cocomo81.arff  R2 Score                  -4.50166        1    4
../datasets_2/cocomo81.arff  MAE                     1571.09           2    4
../datasets_2/cocomo81.arff  Median Absolute Error    217.975          2    4
../datasets_2/cocomo81.arff  RMSE                    3419.32           2    4
../datasets_2/cocomo81.arff  R2 Score                  -0.114161       2    4
../datasets_2/cocomo81.arff  MAE                      604.715          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    252.28           1    5
../datasets_2/cocomo81.arff  RMSE                    1142.21           1    5
../datasets_2/cocomo81.arff  R2 Score                   0.528589       1    5
../datasets_2/cocomo81.arff  MAE                      166.428          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    157.2            2    5
../datasets_2/cocomo81.arff  RMSE                     191.962          2    5
../datasets_2/cocomo81.arff  R2 Score                  -0.13575        2    5
../datasets_2/cocomo81.arff  MAE                      960.623          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    217.167          1    6
../datasets_2/cocomo81.arff  RMSE                    2645.16           1    6
../datasets_2/cocomo81.arff  R2 Score                   0.214011       1    6
../datasets_2/cocomo81.arff  MAE                      212.641          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    114              2    6
../datasets_2/cocomo81.arff  RMSE                     371.143          2    6
../datasets_2/cocomo81.arff  R2 Score                   0.154965       2    6
../datasets_2/cocomo81.arff  MAE                      382.827          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    125.571          1    7
../datasets_2/cocomo81.arff  RMSE                     603.894          1    7
../datasets_2/cocomo81.arff  R2 Score                   0.274704       1    7
../datasets_2/cocomo81.arff  MAE                     1425.08           2    7
../datasets_2/cocomo81.arff  Median Absolute Error    299.571          2    7
../datasets_2/cocomo81.arff  RMSE                    3212.51           2    7
../datasets_2/cocomo81.arff  R2 Score                   0.0584382      2    7
../datasets_2/cocomo81.arff  MAE                      671.889          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    254.613          1    8
../datasets_2/cocomo81.arff  RMSE                    1370.73           1    8
../datasets_2/cocomo81.arff  R2 Score                   0.32017        1    8
../datasets_2/cocomo81.arff  MAE                      412.946          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    208.75           2    8
../datasets_2/cocomo81.arff  RMSE                     703.303          2    8
../datasets_2/cocomo81.arff  R2 Score                  -5.16247        2    8
../datasets_2/cocomo81.arff  MAE                     1002.82           1    9
../datasets_2/cocomo81.arff  Median Absolute Error    196.333          1    9
../datasets_2/cocomo81.arff  RMSE                    2795.53           1    9
../datasets_2/cocomo81.arff  R2 Score                   0.11413        1    9
../datasets_2/cocomo81.arff  MAE                      375.392          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    322.444          2    9
../datasets_2/cocomo81.arff  RMSE                     545.785          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.251217       2    9
../datasets_2/china.arff     MAE                     1479.47           1    3
../datasets_2/china.arff     Median Absolute Error    549              1    3
../datasets_2/china.arff     RMSE                    3833.97           1    3
../datasets_2/china.arff     R2 Score                   0.631079       1    3
../datasets_2/china.arff     MAE                     1600.54           2    3
../datasets_2/china.arff     Median Absolute Error    703              2    3
../datasets_2/china.arff     RMSE                    3330.83           2    3
../datasets_2/china.arff     R2 Score                   0.805365       2    3
../datasets_2/china.arff     MAE                     2015.99           1    4
../datasets_2/china.arff     Median Absolute Error    544.875          1    4
../datasets_2/china.arff     RMSE                    5388.33           1    4
../datasets_2/china.arff     R2 Score                   0.580985       1    4
../datasets_2/china.arff     MAE                     1706.16           2    4
../datasets_2/china.arff     Median Absolute Error    768.625          2    4
../datasets_2/china.arff     RMSE                    3147.56           2    4
../datasets_2/china.arff     R2 Score                   0.693618       2    4
../datasets_2/china.arff     MAE                     2372.76           1    5
../datasets_2/china.arff     Median Absolute Error    705.4            1    5
../datasets_2/china.arff     RMSE                    6284.6            1    5
../datasets_2/china.arff     R2 Score                   0.568957       1    5
../datasets_2/china.arff     MAE                     1746.66           2    5
../datasets_2/china.arff     Median Absolute Error    684.7            2    5
../datasets_2/china.arff     RMSE                    4169.93           2    5
../datasets_2/china.arff     R2 Score                   0.73116        2    5
../datasets_2/china.arff     MAE                     1544.99           1    6
../datasets_2/china.arff     Median Absolute Error    458.167          1    6
../datasets_2/china.arff     RMSE                    4480.48           1    6
../datasets_2/china.arff     R2 Score                   0.648979       1    6
../datasets_2/china.arff     MAE                     2233.34           2    6
../datasets_2/china.arff     Median Absolute Error    791.583          2    6
../datasets_2/china.arff     RMSE                    4948.02           2    6
../datasets_2/china.arff     R2 Score                   0.727076       2    6
../datasets_2/china.arff     MAE                     1214.75           1    7
../datasets_2/china.arff     Median Absolute Error    580              1    7
../datasets_2/china.arff     RMSE                    2495.61           1    7
../datasets_2/china.arff     R2 Score                   0.696491       1    7
../datasets_2/china.arff     MAE                     1763.57           2    7
../datasets_2/china.arff     Median Absolute Error    760.786          2    7
../datasets_2/china.arff     RMSE                    3273.14           2    7
../datasets_2/china.arff     R2 Score                   0.72304        2    7
../datasets_2/china.arff     MAE                     1397.97           1    8
../datasets_2/china.arff     Median Absolute Error    433.062          1    8
../datasets_2/china.arff     RMSE                    2864.92           1    8
../datasets_2/china.arff     R2 Score                   0.784042       1    8
../datasets_2/china.arff     MAE                     1563.84           2    8
../datasets_2/china.arff     Median Absolute Error    747.5            2    8
../datasets_2/china.arff     RMSE                    2752.17           2    8
../datasets_2/china.arff     R2 Score                   0.62594        2    8
../datasets_2/china.arff     MAE                     1274.84           1    9
../datasets_2/china.arff     Median Absolute Error    493.167          1    9
../datasets_2/china.arff     RMSE                    2677.58           1    9
../datasets_2/china.arff     R2 Score                   0.696172       1    9
../datasets_2/china.arff     MAE                     1231.04           2    9
../datasets_2/china.arff     Median Absolute Error    729.056          2    9
../datasets_2/china.arff     RMSE                    2010.49           2    9
../datasets_2/china.arff     R2 Score                   0.766526       2    9
../datasets_2/albrecht.arff  MAE                        4.82667        1    3
../datasets_2/albrecht.arff  Median Absolute Error      4.4            1    3
../datasets_2/albrecht.arff  RMSE                       6.477          1    3
../datasets_2/albrecht.arff  R2 Score                  -2.76504        1    3
../datasets_2/albrecht.arff  MAE                        3.32667        2    3
../datasets_2/albrecht.arff  Median Absolute Error      3.36667        2    3
../datasets_2/albrecht.arff  RMSE                       3.98427        2    3
../datasets_2/albrecht.arff  R2 Score                   0.898497       2    3
../datasets_2/albrecht.arff  MAE                        3.14           1    4
../datasets_2/albrecht.arff  Median Absolute Error      2              1    4
../datasets_2/albrecht.arff  RMSE                       4.08757        1    4
../datasets_2/albrecht.arff  R2 Score                  -0.563623       1    4
../datasets_2/albrecht.arff  MAE                       14.265          2    4
../datasets_2/albrecht.arff  Median Absolute Error      7.675          2    4
../datasets_2/albrecht.arff  RMSE                      22.3728         2    4
../datasets_2/albrecht.arff  R2 Score                   0.652615       2    4
../datasets_2/albrecht.arff  MAE                        6.596          1    5
../datasets_2/albrecht.arff  Median Absolute Error      5.02           1    5
../datasets_2/albrecht.arff  RMSE                       9.17206        1    5
../datasets_2/albrecht.arff  R2 Score                   0.086557       1    5
../datasets_2/albrecht.arff  MAE                       12.384          2    5
../datasets_2/albrecht.arff  Median Absolute Error      4.46           2    5
../datasets_2/albrecht.arff  RMSE                      16.4704         2    5
../datasets_2/albrecht.arff  R2 Score                   0.420815       2    5
../datasets_2/albrecht.arff  MAE                        4.81333        1    6
../datasets_2/albrecht.arff  Median Absolute Error      4.63333        1    6
../datasets_2/albrecht.arff  RMSE                       4.94468        1    6
../datasets_2/albrecht.arff  R2 Score                   0.271162       1    6
../datasets_2/albrecht.arff  MAE                        6.20333        2    6
../datasets_2/albrecht.arff  Median Absolute Error      7.3            2    6
../datasets_2/albrecht.arff  RMSE                       7.10214        2    6
../datasets_2/albrecht.arff  R2 Score                  -1.53694        2    6
../datasets_2/albrecht.arff  MAE                       10.0086         1    7
../datasets_2/albrecht.arff  Median Absolute Error      2.45714        1    7
../datasets_2/albrecht.arff  RMSE                      14.2195         1    7
../datasets_2/albrecht.arff  R2 Score                   0.547267       1    7
../datasets_2/albrecht.arff  MAE                       16.38           2    7
../datasets_2/albrecht.arff  Median Absolute Error      5.52857        2    7
../datasets_2/albrecht.arff  RMSE                      30.713          2    7
../datasets_2/albrecht.arff  R2 Score                   0.358523       2    7
../datasets_2/albrecht.arff  MAE                        2.27           1    8
../datasets_2/albrecht.arff  Median Absolute Error      2.4375         1    8
../datasets_2/albrecht.arff  RMSE                       2.81986        1    8
../datasets_2/albrecht.arff  R2 Score                  -0.495341       1    8
../datasets_2/albrecht.arff  MAE                       16.56           2    8
../datasets_2/albrecht.arff  Median Absolute Error      4.0625         2    8
../datasets_2/albrecht.arff  RMSE                      30.2742         2    8
../datasets_2/albrecht.arff  R2 Score                   0.336307       2    8
../datasets_2/albrecht.arff  MAE                        3.11778        1    9
../datasets_2/albrecht.arff  Median Absolute Error      3.3            1    9
../datasets_2/albrecht.arff  RMSE                       3.92328        1    9
../datasets_2/albrecht.arff  R2 Score                   0.320304       1    9
../datasets_2/albrecht.arff  MAE                        3.39111        2    9
../datasets_2/albrecht.arff  Median Absolute Error      1.87778        2    9
../datasets_2/albrecht.arff  RMSE                       5.02898        2    9
../datasets_2/albrecht.arff  R2 Score                  -0.258891       2    9
../datasets_2/kemerer.arff   MAE                      142.223          1    3
../datasets_2/kemerer.arff   Median Absolute Error    157.703          1    3
../datasets_2/kemerer.arff   RMSE                     146.604          1    3
../datasets_2/kemerer.arff   R2 Score                 -15.0782         1    3
../datasets_2/kemerer.arff   MAE                       79.0667         2    3
../datasets_2/kemerer.arff   Median Absolute Error    106.367          2    3
../datasets_2/kemerer.arff   RMSE                      88.2712         2    3
../datasets_2/kemerer.arff   R2 Score                   0.0691478      2    3
../datasets_2/kemerer.arff   MAE                       45.675          1    4
../datasets_2/kemerer.arff   Median Absolute Error     51.325          1    4
../datasets_2/kemerer.arff   RMSE                      50.5772         1    4
../datasets_2/kemerer.arff   R2 Score                   0.724959       1    4
../datasets_2/kemerer.arff   MAE                       46.5917         2    4
../datasets_2/kemerer.arff   Median Absolute Error     12.15           2    4
../datasets_2/kemerer.arff   RMSE                      69.0026         2    4
../datasets_2/kemerer.arff   R2 Score                   0.105108       2    4
../datasets_2/kemerer.arff   MAE                       73.6267         1    5
../datasets_2/kemerer.arff   Median Absolute Error     81.96           1    5
../datasets_2/kemerer.arff   RMSE                      78.924          1    5
../datasets_2/kemerer.arff   R2 Score                   0.370336       1    5
../datasets_2/kemerer.arff   MAE                       24.44           2    5
../datasets_2/kemerer.arff   Median Absolute Error     28.12           2    5
../datasets_2/kemerer.arff   RMSE                      30.194          2    5
../datasets_2/kemerer.arff   R2 Score                   0.835298       2    5
../datasets_2/kemerer.arff   MAE                       89.6944         1    6
../datasets_2/kemerer.arff   Median Absolute Error     87.2833         1    6
../datasets_2/kemerer.arff   RMSE                      90.2426         1    6
../datasets_2/kemerer.arff   R2 Score                   0.306202       1    6
../datasets_2/kemerer.arff   MAE                       84.6333         2    6
../datasets_2/kemerer.arff   Median Absolute Error     76.65           2    6
../datasets_2/kemerer.arff   RMSE                      85.4471         2    6
../datasets_2/kemerer.arff   R2 Score                  -8.10706        2    6
../datasets_2/kemerer.arff   MAE                      130.51           1    7
../datasets_2/kemerer.arff   Median Absolute Error     82.7286         1    7
../datasets_2/kemerer.arff   RMSE                     149.834          1    7
../datasets_2/kemerer.arff   R2 Score                  -2.11693        1    7
../datasets_2/kemerer.arff   MAE                       84.6619         2    7
../datasets_2/kemerer.arff   Median Absolute Error     76.4429         2    7
../datasets_2/kemerer.arff   RMSE                      85.9312         2    7
../datasets_2/kemerer.arff   R2 Score                   0.0652127      2    7
../datasets_2/kemerer.arff   MAE                      112.409          1    8
../datasets_2/kemerer.arff   Median Absolute Error     87.85           1    8
../datasets_2/kemerer.arff   RMSE                     129.175          1    8
../datasets_2/kemerer.arff   R2 Score                 -43.8549         1    8
../datasets_2/kemerer.arff   MAE                       77.325          2    8
../datasets_2/kemerer.arff   Median Absolute Error     77              2    8
../datasets_2/kemerer.arff   RMSE                      77.4107         2    8
../datasets_2/kemerer.arff   R2 Score                -154.324          2    8
../datasets_2/kemerer.arff   MAE                       52.6041         1    9
../datasets_2/kemerer.arff   Median Absolute Error     72.2111         1    9
../datasets_2/kemerer.arff   RMSE                      63.0256         1    9
../datasets_2/kemerer.arff   R2 Score                   0.374953       1    9
../datasets_2/kemerer.arff   MAE                       60.363          2    9
../datasets_2/kemerer.arff   Median Absolute Error     55.3444         2    9
../datasets_2/kemerer.arff   RMSE                      62.364          2    9
../datasets_2/kemerer.arff   R2 Score                   0.11574        2    9
../datasets_2/cocomo81.arff  MAE                     1405.46           1    3
../datasets_2/cocomo81.arff  Median Absolute Error    251              1    3
../datasets_2/cocomo81.arff  RMSE                    2950              1    3
../datasets_2/cocomo81.arff  R2 Score                   0.215935       1    3
../datasets_2/cocomo81.arff  MAE                     1579.03           2    3
../datasets_2/cocomo81.arff  Median Absolute Error    141.667          2    3
../datasets_2/cocomo81.arff  RMSE                    3472.03           2    3
../datasets_2/cocomo81.arff  R2 Score                  -0.124039       2    3
../datasets_2/cocomo81.arff  MAE                      285.244          1    4
../datasets_2/cocomo81.arff  Median Absolute Error     75              1    4
../datasets_2/cocomo81.arff  RMSE                     560.927          1    4
