Dataset                      Metric                   metric valor    p    k
../datasets_2/cocomo81.arff  MAE                      494.332         1    6
../datasets_2/cocomo81.arff  Median Absolute Error     73.5           1    6
../datasets_2/cocomo81.arff  RMSE                     993.245         1    6
../datasets_2/cocomo81.arff  R2 Score                  -1.36153       1    6
../datasets_2/cocomo81.arff  MAE                      493.605         2    6
../datasets_2/cocomo81.arff  Median Absolute Error     67             2    6
../datasets_2/cocomo81.arff  RMSE                     993.214         2    6
../datasets_2/cocomo81.arff  R2 Score                  -1.36138       2    6
../datasets_2/cocomo81.arff  MAE                      415.52          1    7
../datasets_2/cocomo81.arff  Median Absolute Error     72.2857        1    7
../datasets_2/cocomo81.arff  RMSE                     817.62          1    7
../datasets_2/cocomo81.arff  R2 Score                  -0.600237      1    7
../datasets_2/cocomo81.arff  MAE                      413.212         2    7
../datasets_2/cocomo81.arff  Median Absolute Error     72.2857        2    7
../datasets_2/cocomo81.arff  RMSE                     817.549         2    7
../datasets_2/cocomo81.arff  R2 Score                  -0.599956      2    7
../datasets_2/cocomo81.arff  MAE                      359.167         1    8
../datasets_2/cocomo81.arff  Median Absolute Error     77.5           1    8
../datasets_2/cocomo81.arff  RMSE                     705.086         1    8
../datasets_2/cocomo81.arff  R2 Score                  -0.190051      1    8
../datasets_2/cocomo81.arff  MAE                      359.312         2    8
../datasets_2/cocomo81.arff  Median Absolute Error     77.5           2    8
../datasets_2/cocomo81.arff  RMSE                     705.098         2    8
../datasets_2/cocomo81.arff  R2 Score                  -0.190091      2    8
../datasets_2/cocomo81.arff  MAE                      310.235         1    9
../datasets_2/cocomo81.arff  Median Absolute Error     78             1    9
../datasets_2/cocomo81.arff  RMSE                     622.391         1    9
../datasets_2/cocomo81.arff  R2 Score                   0.0727262     1    9
../datasets_2/cocomo81.arff  MAE                      310.799         2    9
../datasets_2/cocomo81.arff  Median Absolute Error     78             2    9
../datasets_2/cocomo81.arff  RMSE                     622.413         2    9
../datasets_2/cocomo81.arff  R2 Score                   0.0726608     2    9
../datasets_2/china.arff     MAE                      242.203         1    3
../datasets_2/china.arff     Median Absolute Error    106.333         1    3
../datasets_2/china.arff     RMSE                     449.424         1    3
../datasets_2/china.arff     R2 Score                   0.985769      1    3
../datasets_2/china.arff     MAE                      260.137         2    3
../datasets_2/china.arff     Median Absolute Error    112.5           2    3
../datasets_2/china.arff     RMSE                     484.65          2    3
../datasets_2/china.arff     R2 Score                   0.983451      2    3
../datasets_2/china.arff     MAE                      270.623         1    4
../datasets_2/china.arff     Median Absolute Error    118             1    4
../datasets_2/china.arff     RMSE                     520.276         1    4
../datasets_2/china.arff     R2 Score                   0.980928      1    4
../datasets_2/china.arff     MAE                      262.91          2    4
../datasets_2/china.arff     Median Absolute Error    109             2    4
../datasets_2/china.arff     RMSE                     520.58          2    4
../datasets_2/china.arff     R2 Score                   0.980906      2    4
../datasets_2/china.arff     MAE                      254.85          1    5
../datasets_2/china.arff     Median Absolute Error    105.3           1    5
../datasets_2/china.arff     RMSE                     465.278         1    5
../datasets_2/china.arff     R2 Score                   0.984747      1    5
../datasets_2/china.arff     MAE                      261.832         2    5
../datasets_2/china.arff     Median Absolute Error     94.9           2    5
../datasets_2/china.arff     RMSE                     477.509         2    5
../datasets_2/china.arff     R2 Score                   0.983935      2    5
../datasets_2/china.arff     MAE                      249.36          1    6
../datasets_2/china.arff     Median Absolute Error    105.833         1    6
../datasets_2/china.arff     RMSE                     452.813         1    6
../datasets_2/china.arff     R2 Score                   0.985554      1    6
../datasets_2/china.arff     MAE                      264.395         2    6
../datasets_2/china.arff     Median Absolute Error    109.167         2    6
../datasets_2/china.arff     RMSE                     475.171         2    6
../datasets_2/china.arff     R2 Score                   0.984092      2    6
../datasets_2/china.arff     MAE                      263.054         1    7
../datasets_2/china.arff     Median Absolute Error    107.714         1    7
../datasets_2/china.arff     RMSE                     484.989         1    7
../datasets_2/china.arff     R2 Score                   0.983428      1    7
../datasets_2/china.arff     MAE                      278.823         2    7
../datasets_2/china.arff     Median Absolute Error    119             2    7
../datasets_2/china.arff     RMSE                     502.969         2    7
../datasets_2/china.arff     R2 Score                   0.982176      2    7
../datasets_2/china.arff     MAE                      248.993         1    8
../datasets_2/china.arff     Median Absolute Error    103.625         1    8
../datasets_2/china.arff     RMSE                     435.876         1    8
../datasets_2/china.arff     R2 Score                   0.986614      1    8
../datasets_2/china.arff     MAE                      257.033         2    8
../datasets_2/china.arff     Median Absolute Error    104.688         2    8
../datasets_2/china.arff     RMSE                     458.146         2    8
../datasets_2/china.arff     R2 Score                   0.985212      2    8
../datasets_2/china.arff     MAE                      239.69          1    9
../datasets_2/china.arff     Median Absolute Error    107.5           1    9
../datasets_2/china.arff     RMSE                     425.368         1    9
../datasets_2/china.arff     R2 Score                   0.987252      1    9
../datasets_2/china.arff     MAE                      254.179         2    9
../datasets_2/china.arff     Median Absolute Error    109.5           2    9
../datasets_2/china.arff     RMSE                     450.12          2    9
../datasets_2/china.arff     R2 Score                   0.985725      2    9
../datasets_2/albrecht.arff  MAE                        8.36          1    3
../datasets_2/albrecht.arff  Median Absolute Error      5.16667       1    3
../datasets_2/albrecht.arff  RMSE                      10.7429        1    3
../datasets_2/albrecht.arff  R2 Score                  -0.329648      1    3
../datasets_2/albrecht.arff  MAE                        8.44          2    3
../datasets_2/albrecht.arff  Median Absolute Error      5.56667       2    3
../datasets_2/albrecht.arff  RMSE                      10.7828        2    3
../datasets_2/albrecht.arff  R2 Score                  -0.33954       2    3
../datasets_2/albrecht.arff  MAE                        7.175         1    4
../datasets_2/albrecht.arff  Median Absolute Error      5.275         1    4
../datasets_2/albrecht.arff  RMSE                       9.46786       1    4
../datasets_2/albrecht.arff  R2 Score                  -0.0327518     1    4
../datasets_2/albrecht.arff  MAE                        7.775         2    4
../datasets_2/albrecht.arff  Median Absolute Error      4.775         2    4
../datasets_2/albrecht.arff  RMSE                       9.8046        2    4
../datasets_2/albrecht.arff  R2 Score                  -0.107521      2    4
../datasets_2/albrecht.arff  MAE                        7.584         1    5
../datasets_2/albrecht.arff  Median Absolute Error      5.68          1    5
../datasets_2/albrecht.arff  RMSE                       9.57964       1    5
../datasets_2/albrecht.arff  R2 Score                  -0.0572808     1    5
../datasets_2/albrecht.arff  MAE                        7.624         2    5
../datasets_2/albrecht.arff  Median Absolute Error      4.7           2    5
../datasets_2/albrecht.arff  RMSE                       9.64444       2    5
../datasets_2/albrecht.arff  R2 Score                  -0.0716333     2    5
../datasets_2/albrecht.arff  MAE                        7.56667       1    6
../datasets_2/albrecht.arff  Median Absolute Error      5.63333       1    6
../datasets_2/albrecht.arff  RMSE                       9.69516       1    6
../datasets_2/albrecht.arff  R2 Score                  -0.0829344     1    6
../datasets_2/albrecht.arff  MAE                        7.80667       2    6
../datasets_2/albrecht.arff  Median Absolute Error      6.33333       2    6
../datasets_2/albrecht.arff  RMSE                       9.92134       2    6
../datasets_2/albrecht.arff  R2 Score                  -0.134052      2    6
../datasets_2/albrecht.arff  MAE                        7.6           1    7
../datasets_2/albrecht.arff  Median Absolute Error      5.91429       1    7
../datasets_2/albrecht.arff  RMSE                       9.85082       1    7
../datasets_2/albrecht.arff  R2 Score                  -0.117987      1    7
../datasets_2/albrecht.arff  MAE                        7.58          2    7
../datasets_2/albrecht.arff  Median Absolute Error      5.91429       2    7
../datasets_2/albrecht.arff  RMSE                       9.7814        2    7
../datasets_2/albrecht.arff  R2 Score                  -0.102287      2    7
../datasets_2/albrecht.arff  MAE                        7.7925        1    8
../datasets_2/albrecht.arff  Median Absolute Error      6.475         1    8
../datasets_2/albrecht.arff  RMSE                      10.0753        1    8
../datasets_2/albrecht.arff  R2 Score                  -0.169523      1    8
../datasets_2/albrecht.arff  MAE                        7.92          2    8
../datasets_2/albrecht.arff  Median Absolute Error      6.475         2    8
../datasets_2/albrecht.arff  RMSE                      10.1894        2    8
../datasets_2/albrecht.arff  R2 Score                  -0.196151      2    8
../datasets_2/albrecht.arff  MAE                        8.32          1    9
../datasets_2/albrecht.arff  Median Absolute Error      6.8           1    9
../datasets_2/albrecht.arff  RMSE                      10.5638        1    9
../datasets_2/albrecht.arff  R2 Score                  -0.28568       1    9
../datasets_2/albrecht.arff  MAE                        8.11556       2    9
../datasets_2/albrecht.arff  Median Absolute Error      6.8           2    9
../datasets_2/albrecht.arff  RMSE                      10.3702        2    9
../datasets_2/albrecht.arff  R2 Score                  -0.238995      2    9
../datasets_2/kemerer.arff   MAE                      333.837         1    3
../datasets_2/kemerer.arff   Median Absolute Error     65.6333        1    3
../datasets_2/kemerer.arff   RMSE                     505.32          1    3
../datasets_2/kemerer.arff   R2 Score                  -0.15041       1    3
../datasets_2/kemerer.arff   MAE                      333.837         2    3
../datasets_2/kemerer.arff   Median Absolute Error     65.6333        2    3
../datasets_2/kemerer.arff   RMSE                     505.32          2    3
../datasets_2/kemerer.arff   R2 Score                  -0.15041       2    3
../datasets_2/kemerer.arff   MAE                      323.937         1    4
../datasets_2/kemerer.arff   Median Absolute Error     55.85          1    4
../datasets_2/kemerer.arff   RMSE                     502.849         1    4
../datasets_2/kemerer.arff   R2 Score                  -0.139187      1    4
../datasets_2/kemerer.arff   MAE                      340.978         2    4
../datasets_2/kemerer.arff   Median Absolute Error     99.25          2    4
../datasets_2/kemerer.arff   RMSE                     505.341         2    4
../datasets_2/kemerer.arff   R2 Score                  -0.150502      2    4
../datasets_2/kemerer.arff   MAE                      334.95          1    5
../datasets_2/kemerer.arff   Median Absolute Error     78.52          1    5
../datasets_2/kemerer.arff   RMSE                     499.173         1    5
../datasets_2/kemerer.arff   R2 Score                  -0.122588      1    5
../datasets_2/kemerer.arff   MAE                      334.95          2    5
../datasets_2/kemerer.arff   Median Absolute Error     78.52          2    5
../datasets_2/kemerer.arff   RMSE                     499.173         2    5
../datasets_2/kemerer.arff   R2 Score                  -0.122588      2    5
../datasets_2/kemerer.arff   MAE                      333.942         1    6
../datasets_2/kemerer.arff   Median Absolute Error     64.95          1    6
../datasets_2/kemerer.arff   RMSE                     514.927         1    6
../datasets_2/kemerer.arff   R2 Score                  -0.194564      1    6
../datasets_2/kemerer.arff   MAE                      348.042         2    6
../datasets_2/kemerer.arff   Median Absolute Error     91             2    6
../datasets_2/kemerer.arff   RMSE                     516.836         2    6
../datasets_2/kemerer.arff   R2 Score                  -0.203439      2    6
../datasets_2/kemerer.arff   MAE                      326.589         1    7
../datasets_2/kemerer.arff   Median Absolute Error     53.5429        1    7
../datasets_2/kemerer.arff   RMSE                     513.28          1    7
../datasets_2/kemerer.arff   R2 Score                  -0.186936      1    7
../datasets_2/kemerer.arff   MAE                      345.408         2    7
../datasets_2/kemerer.arff   Median Absolute Error     78.5286        2    7
../datasets_2/kemerer.arff   RMSE                     515.48          2    7
../datasets_2/kemerer.arff   R2 Score                  -0.197132      2    7
../datasets_2/kemerer.arff   MAE                      330.099         1    8
../datasets_2/kemerer.arff   Median Absolute Error     66.85          1    8
../datasets_2/kemerer.arff   RMSE                     518.148         1    8
../datasets_2/kemerer.arff   R2 Score                  -0.209559      1    8
../datasets_2/kemerer.arff   MAE                      340.612         2    8
../datasets_2/kemerer.arff   Median Absolute Error     66.85          2    8
../datasets_2/kemerer.arff   RMSE                     519.055         2    8
../datasets_2/kemerer.arff   R2 Score                  -0.213795      2    8
../datasets_2/kemerer.arff   MAE                      348.244         1    9
../datasets_2/kemerer.arff   Median Absolute Error     87.1333        1    9
../datasets_2/kemerer.arff   RMSE                     527.95          1    9
../datasets_2/kemerer.arff   R2 Score                  -0.255756      1    9
../datasets_2/kemerer.arff   MAE                      348.244         2    9
../datasets_2/kemerer.arff   Median Absolute Error     87.1333        2    9
../datasets_2/kemerer.arff   RMSE                     527.95          2    9
../datasets_2/kemerer.arff   R2 Score                  -0.255756      2    9
../datasets_2/cocomo81.arff  MAE                     1019.15          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    154.333         1    3
../datasets_2/cocomo81.arff  RMSE                    2376.25          1    3
../datasets_2/cocomo81.arff  R2 Score                   0.367927      1    3
../datasets_2/cocomo81.arff  MAE                     1018.72          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    154.333         2    3
../datasets_2/cocomo81.arff  RMSE                    2376.25          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.367927      2    3
../datasets_2/cocomo81.arff  MAE                      981.673         1    4
../datasets_2/cocomo81.arff  Median Absolute Error    116.5           1    4
../datasets_2/cocomo81.arff  RMSE                    2472.84          1    4
../datasets_2/cocomo81.arff  R2 Score                   0.315499      1    4
../datasets_2/cocomo81.arff  MAE                      980.538         2    4
../datasets_2/cocomo81.arff  Median Absolute Error    116.5           2    4
../datasets_2/cocomo81.arff  RMSE                    2472.84          2    4
../datasets_2/cocomo81.arff  R2 Score                   0.315501      2    4
../datasets_2/cocomo81.arff  MAE                      997.938         1    5
../datasets_2/cocomo81.arff  Median Absolute Error    259.4           1    5
../datasets_2/cocomo81.arff  RMSE                    2599.75          1    5
../datasets_2/cocomo81.arff  R2 Score                   0.243439      1    5
../datasets_2/cocomo81.arff  MAE                      999.246         2    5
../datasets_2/cocomo81.arff  Median Absolute Error    259.4           2    5
../datasets_2/cocomo81.arff  RMSE                    2599.79          2    5
../datasets_2/cocomo81.arff  R2 Score                   0.243416      2    5
../datasets_2/cocomo81.arff  MAE                      980.128         1    6
../datasets_2/cocomo81.arff  Median Absolute Error    219.333         1    6
../datasets_2/cocomo81.arff  RMSE                    2658.33          1    6
../datasets_2/cocomo81.arff  R2 Score                   0.20896       1    6
../datasets_2/cocomo81.arff  MAE                      981.038         2    6
../datasets_2/cocomo81.arff  Median Absolute Error    219.333         2    6
../datasets_2/cocomo81.arff  RMSE                    2658.33          2    6
../datasets_2/cocomo81.arff  R2 Score                   0.208958      2    6
../datasets_2/cocomo81.arff  MAE                      973.89          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    107.429         1    7
../datasets_2/cocomo81.arff  RMSE                    2727.97          1    7
../datasets_2/cocomo81.arff  R2 Score                   0.166968      1    7
../datasets_2/cocomo81.arff  MAE                      975.901         2    7
../datasets_2/cocomo81.arff  Median Absolute Error    107.429         2    7
../datasets_2/cocomo81.arff  RMSE                    2727.99          2    7
../datasets_2/cocomo81.arff  R2 Score                   0.166959      2    7
../datasets_2/cocomo81.arff  MAE                      989.57          1    8
../datasets_2/cocomo81.arff  Median Absolute Error     99.75          1    8
../datasets_2/cocomo81.arff  RMSE                    2771.45          1    8
../datasets_2/cocomo81.arff  R2 Score                   0.140202      1    8
../datasets_2/cocomo81.arff  MAE                      990.712         2    8
../datasets_2/cocomo81.arff  Median Absolute Error     99.75          2    8
../datasets_2/cocomo81.arff  RMSE                    2771.45          2    8
../datasets_2/cocomo81.arff  R2 Score                   0.140199      2    8
../datasets_2/cocomo81.arff  MAE                     1002.18          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    160             1    9
../datasets_2/cocomo81.arff  RMSE                    2803.63          1    9
../datasets_2/cocomo81.arff  R2 Score                   0.12012       1    9
../datasets_2/cocomo81.arff  MAE                     1002.76          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    160             2    9
../datasets_2/cocomo81.arff  RMSE                    2803.63          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.120119      2    9
../datasets_2/china.arff     MAE                      589.373         1    3
../datasets_2/china.arff     Median Absolute Error    116             1    3
../datasets_2/china.arff     RMSE                    1981.24          1    3
../datasets_2/china.arff     R2 Score                   0.937455      1    3
../datasets_2/china.arff     MAE                      594.947         2    3
../datasets_2/china.arff     Median Absolute Error    116.833         2    3
../datasets_2/china.arff     RMSE                    1977.46          2    3
../datasets_2/china.arff     R2 Score                   0.937693      2    3
../datasets_2/china.arff     MAE                      590.76          1    4
../datasets_2/china.arff     Median Absolute Error    148.875         1    4
../datasets_2/china.arff     RMSE                    1986.79          1    4
../datasets_2/china.arff     R2 Score                   0.937104      1    4
../datasets_2/china.arff     MAE                      580.957         2    4
../datasets_2/china.arff     Median Absolute Error    138.125         2    4
../datasets_2/china.arff     RMSE                    1968.84          2    4
../datasets_2/china.arff     R2 Score                   0.938235      2    4
../datasets_2/china.arff     MAE                      600.468         1    5
../datasets_2/china.arff     Median Absolute Error    123.3           1    5
../datasets_2/china.arff     RMSE                    2083.44          1    5
../datasets_2/china.arff     R2 Score                   0.930836      1    5
../datasets_2/china.arff     MAE                      588.264         2    5
../datasets_2/china.arff     Median Absolute Error    149.3           2    5
../datasets_2/china.arff     RMSE                    2065.37          2    5
../datasets_2/china.arff     R2 Score                   0.932031      2    5
../datasets_2/china.arff     MAE                      601.93          1    6
../datasets_2/china.arff     Median Absolute Error    138.5           1    6
../datasets_2/china.arff     RMSE                    2141.69          1    6
../datasets_2/china.arff     R2 Score                   0.926914      1    6
../datasets_2/china.arff     MAE                      604.233         2    6
../datasets_2/china.arff     Median Absolute Error    138.5           2    6
../datasets_2/china.arff     RMSE                    2140.83          2    6
../datasets_2/china.arff     R2 Score                   0.926973      2    6
../datasets_2/china.arff     MAE                      630.286         1    7
../datasets_2/china.arff     Median Absolute Error    168.714         1    7
../datasets_2/china.arff     RMSE                    2314.46          1    7
../datasets_2/china.arff     R2 Score                   0.914647      1    7
../datasets_2/china.arff     MAE                      651.246         2    7
../datasets_2/china.arff     Median Absolute Error    173             2    7
../datasets_2/china.arff     RMSE                    2343.23          2    7
../datasets_2/china.arff     R2 Score                   0.912512      2    7
../datasets_2/china.arff     MAE                      670.736         1    8
../datasets_2/china.arff     Median Absolute Error    146.5           1    8
../datasets_2/china.arff     RMSE                    2441.96          1    8
../datasets_2/china.arff     R2 Score                   0.904984      1    8
../datasets_2/china.arff     MAE                      689.985         2    8
../datasets_2/china.arff     Median Absolute Error    151.562         2    8
../datasets_2/china.arff     RMSE                    2445.09          2    8
../datasets_2/china.arff     R2 Score                   0.90474       2    8
../datasets_2/china.arff     MAE                      682.798         1    9
../datasets_2/china.arff     Median Absolute Error    151.611         1    9
../datasets_2/china.arff     RMSE                    2513.94          1    9
../datasets_2/china.arff     R2 Score                   0.8993        1    9
../datasets_2/china.arff     MAE                      715.058         2    9
../datasets_2/china.arff     Median Absolute Error    167.778         2    9
../datasets_2/china.arff     RMSE                    2527.99          2    9
../datasets_2/china.arff     R2 Score                   0.898172      2    9
../datasets_2/albrecht.arff  MAE                        3.58          1    3
../datasets_2/albrecht.arff  Median Absolute Error      3.53333       1    3
../datasets_2/albrecht.arff  RMSE                       4.28924       1    3
../datasets_2/albrecht.arff  R2 Score                   0.418829      1    3
../datasets_2/albrecht.arff  MAE                        6.51333       2    3
../datasets_2/albrecht.arff  Median Absolute Error      5.03333       2    3
../datasets_2/albrecht.arff  RMSE                       7.53532       2    3
../datasets_2/albrecht.arff  R2 Score                  -0.793692      2    3
../datasets_2/albrecht.arff  MAE                        4.5           1    4
../datasets_2/albrecht.arff  Median Absolute Error      3.55          1    4
../datasets_2/albrecht.arff  RMSE                       6.06995       1    4
../datasets_2/albrecht.arff  R2 Score                  -0.163895      1    4
../datasets_2/albrecht.arff  MAE                        5.495         2    4
../datasets_2/albrecht.arff  Median Absolute Error      3.65          2    4
../datasets_2/albrecht.arff  RMSE                       6.4687        2    4
../datasets_2/albrecht.arff  R2 Score                  -0.321839      2    4
../datasets_2/albrecht.arff  MAE                        5.252         1    5
../datasets_2/albrecht.arff  Median Absolute Error      5.14          1    5
../datasets_2/albrecht.arff  RMSE                       6.27166       1    5
../datasets_2/albrecht.arff  R2 Score                  -0.242535      1    5
../datasets_2/albrecht.arff  MAE                        4.4           2    5
../datasets_2/albrecht.arff  Median Absolute Error      3.62          2    5
../datasets_2/albrecht.arff  RMSE                       5.61375       2    5
../datasets_2/albrecht.arff  R2 Score                   0.00447814    2    5
../datasets_2/albrecht.arff  MAE                        4.99333       1    6
../datasets_2/albrecht.arff  Median Absolute Error      5.15          1    6
../datasets_2/albrecht.arff  RMSE                       5.79829       1    6
../datasets_2/albrecht.arff  R2 Score                  -0.0620455     1    6
../datasets_2/albrecht.arff  MAE                        4.45333       2    6
../datasets_2/albrecht.arff  Median Absolute Error      2.88333       2    6
../datasets_2/albrecht.arff  RMSE                       5.38743       2    6
../datasets_2/albrecht.arff  R2 Score                   0.0831298     2    6
../datasets_2/albrecht.arff  MAE                        4.16          1    7
../datasets_2/albrecht.arff  Median Absolute Error      3.4           1    7
../datasets_2/albrecht.arff  RMSE                       4.82646       1    7
../datasets_2/albrecht.arff  R2 Score                   0.26413       1    7
../datasets_2/albrecht.arff  MAE                        4.07143       2    7
../datasets_2/albrecht.arff  Median Absolute Error      3.4           2    7
../datasets_2/albrecht.arff  RMSE                       4.77254       2    7
../datasets_2/albrecht.arff  R2 Score                   0.280478      2    7
../datasets_2/albrecht.arff  MAE                        3.9225        1    8
../datasets_2/albrecht.arff  Median Absolute Error      3.5375        1    8
../datasets_2/albrecht.arff  RMSE                       4.57274       1    8
../datasets_2/albrecht.arff  R2 Score                   0.339465      1    8
../datasets_2/albrecht.arff  MAE                        4.2625        2    8
../datasets_2/albrecht.arff  Median Absolute Error      3.5375        2    8
../datasets_2/albrecht.arff  RMSE                       4.92102       2    8
../datasets_2/albrecht.arff  R2 Score                   0.235014      2    8
../datasets_2/albrecht.arff  MAE                        3.93778       1    9
../datasets_2/albrecht.arff  Median Absolute Error      2.43333       1    9
../datasets_2/albrecht.arff  RMSE                       4.82222       1    9
../datasets_2/albrecht.arff  R2 Score                   0.265423      1    9
../datasets_2/albrecht.arff  MAE                        3.79333       2    9
../datasets_2/albrecht.arff  Median Absolute Error      2.64444       2    9
../datasets_2/albrecht.arff  RMSE                       4.45044       2    9
../datasets_2/albrecht.arff  R2 Score                   0.374323      2    9
../datasets_2/kemerer.arff   MAE                       44.1889        1    3
../datasets_2/kemerer.arff   Median Absolute Error     25.6333        1    3
../datasets_2/kemerer.arff   RMSE                      58.7952        1    3
../datasets_2/kemerer.arff   R2 Score                   0.558739      1    3
../datasets_2/kemerer.arff   MAE                       44.1889        2    3
../datasets_2/kemerer.arff   Median Absolute Error     25.6333        2    3
../datasets_2/kemerer.arff   RMSE                      58.7952        2    3
../datasets_2/kemerer.arff   R2 Score                   0.558739      2    3
../datasets_2/kemerer.arff   MAE                       46.8833        1    4
../datasets_2/kemerer.arff   Median Absolute Error     14.675         1    4
../datasets_2/kemerer.arff   RMSE                      66.6311        1    4
../datasets_2/kemerer.arff   R2 Score                   0.433284      1    4
../datasets_2/kemerer.arff   MAE                       46.8833        2    4
../datasets_2/kemerer.arff   Median Absolute Error     14.675         2    4
../datasets_2/kemerer.arff   RMSE                      66.6311        2    4
../datasets_2/kemerer.arff   R2 Score                   0.433284      2    4
../datasets_2/kemerer.arff   MAE                       68.4467        1    5
../datasets_2/kemerer.arff   Median Absolute Error     43.48          1    5
../datasets_2/kemerer.arff   RMSE                      79.8661        1    5
../datasets_2/kemerer.arff   R2 Score                   0.185788      1    5
../datasets_2/kemerer.arff   MAE                       62.4533        2    5
../datasets_2/kemerer.arff   Median Absolute Error     43.48          2    5
../datasets_2/kemerer.arff   RMSE                      70.502         2    5
../datasets_2/kemerer.arff   R2 Score                   0.365525      2    5
../datasets_2/kemerer.arff   MAE                       90.1839        1    6
../datasets_2/kemerer.arff   Median Absolute Error    111.935         1    6
../datasets_2/kemerer.arff   RMSE                      97.3044        1    6
../datasets_2/kemerer.arff   R2 Score                  -0.208584      1    6
../datasets_2/kemerer.arff   MAE                       90.1839        2    6
../datasets_2/kemerer.arff   Median Absolute Error    111.935         2    6
../datasets_2/kemerer.arff   RMSE                      97.3044        2    6
../datasets_2/kemerer.arff   R2 Score                  -0.208584      2    6
../datasets_2/kemerer.arff   MAE                       72.4957        1    7
../datasets_2/kemerer.arff   Median Absolute Error     71.4014        1    7
../datasets_2/kemerer.arff   RMSE                      76.9346        1    7
../datasets_2/kemerer.arff   R2 Score                   0.244464      1    7
../datasets_2/kemerer.arff   MAE                       72.4957        2    7
../datasets_2/kemerer.arff   Median Absolute Error     71.4014        2    7
../datasets_2/kemerer.arff   RMSE                      76.9346        2    7
../datasets_2/kemerer.arff   R2 Score                   0.244464      2    7
../datasets_2/kemerer.arff   MAE                       73.1463        1    8
../datasets_2/kemerer.arff   Median Absolute Error     63.2           1    8
../datasets_2/kemerer.arff   RMSE                      75.1275        1    8
../datasets_2/kemerer.arff   R2 Score                   0.27954       1    8
../datasets_2/kemerer.arff   MAE                       82.3254        2    8
../datasets_2/kemerer.arff   Median Absolute Error     63.2           2    8
../datasets_2/kemerer.arff   RMSE                      87.6498        2    8
../datasets_2/kemerer.arff   R2 Score                   0.01935       2    8
../datasets_2/kemerer.arff   MAE                       68.2522        1    9
../datasets_2/kemerer.arff   Median Absolute Error     75.6111        1    9
../datasets_2/kemerer.arff   RMSE                      71.0776        1    9
../datasets_2/kemerer.arff   R2 Score                   0.355122      1    9
../datasets_2/kemerer.arff   MAE                       77.5967        2    9
../datasets_2/kemerer.arff   Median Absolute Error     75.6111        2    9
../datasets_2/kemerer.arff   RMSE                      83.4207        2    9
../datasets_2/kemerer.arff   R2 Score                   0.111699      2    9
../datasets_2/cocomo81.arff  MAE                     1197.36          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    294             1    3
../datasets_2/cocomo81.arff  RMSE                    2562.49          1    3
../datasets_2/cocomo81.arff  R2 Score                   0.400333      1    3
../datasets_2/cocomo81.arff  MAE                     1193.69          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    271.333         2    3
../datasets_2/cocomo81.arff  RMSE                    2562.01          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.400556      2    3
../datasets_2/cocomo81.arff  MAE                     1165.23          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    191.5           1    4
../datasets_2/cocomo81.arff  RMSE                    2666.86          1    4
../datasets_2/cocomo81.arff  R2 Score                   0.350486      1    4
../datasets_2/cocomo81.arff  MAE                     1167.13          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    191.5           2    4
../datasets_2/cocomo81.arff  RMSE                    2666.88          2    4
../datasets_2/cocomo81.arff  R2 Score                   0.350475      2    4
../datasets_2/cocomo81.arff  MAE                     1171.89          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    164             1    5
../datasets_2/cocomo81.arff  RMSE                    2798.86          1    5
../datasets_2/cocomo81.arff  R2 Score                   0.284597      1    5
../datasets_2/cocomo81.arff  MAE                     1172.65          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    164             2    5
../datasets_2/cocomo81.arff  RMSE                    2798.87          2    5
../datasets_2/cocomo81.arff  R2 Score                   0.284594      2    5
../datasets_2/cocomo81.arff  MAE                     1188.06          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    174.333         1    6
../datasets_2/cocomo81.arff  RMSE                    2816.1           1    6
../datasets_2/cocomo81.arff  R2 Score                   0.275757      1    6
../datasets_2/cocomo81.arff  MAE                     1188.72          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    174.333         2    6
../datasets_2/cocomo81.arff  RMSE                    2816.11          2    6
../datasets_2/cocomo81.arff  R2 Score                   0.275752      2    6
../datasets_2/cocomo81.arff  MAE                     1210.67          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    185.857         1    7
../datasets_2/cocomo81.arff  RMSE                    2922.28          1    7
../datasets_2/cocomo81.arff  R2 Score                   0.220115      1    7
../datasets_2/cocomo81.arff  MAE                     1208.54          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    185.857         2    7
../datasets_2/cocomo81.arff  RMSE                    2922.26          2    7
../datasets_2/cocomo81.arff  R2 Score                   0.220126      2    7
../datasets_2/cocomo81.arff  MAE                     1220.8           1    8
../datasets_2/cocomo81.arff  Median Absolute Error    175.25          1    8
../datasets_2/cocomo81.arff  RMSE                    2990.41          1    8
