Dataset                      Metric                   metric valor    p    k
../datasets_2/kemerer.arff   MAE                      367.159         2    9
../datasets_2/kemerer.arff   Median Absolute Error    110.167         2    9
../datasets_2/kemerer.arff   RMSE                     529.694         2    9
../datasets_2/kemerer.arff   R2 Score                  -0.165504      2    9
../datasets_2/cocomo81.arff  MAE                     1737.98          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    117.667         1    3
../datasets_2/cocomo81.arff  RMSE                    3419.59          1    3
../datasets_2/cocomo81.arff  R2 Score                   0.0210335     1    3
../datasets_2/cocomo81.arff  MAE                     1743.24          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    117.667         2    3
../datasets_2/cocomo81.arff  RMSE                    3419.92          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.0208399     2    3
../datasets_2/cocomo81.arff  MAE                     1816.62          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    174.25          1    4
../datasets_2/cocomo81.arff  RMSE                    3560.7           1    4
../datasets_2/cocomo81.arff  R2 Score                  -0.0614298     1    4
../datasets_2/cocomo81.arff  MAE                     1816.78          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    174.25          2    4
../datasets_2/cocomo81.arff  RMSE                    3560.7           2    4
../datasets_2/cocomo81.arff  R2 Score                  -0.0614284     2    4
../datasets_2/cocomo81.arff  MAE                     1829.2           1    5
../datasets_2/cocomo81.arff  Median Absolute Error    132             1    5
../datasets_2/cocomo81.arff  RMSE                    3596.36          1    5
../datasets_2/cocomo81.arff  R2 Score                  -0.0827949     1    5
../datasets_2/cocomo81.arff  MAE                     1829.11          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    132             2    5
../datasets_2/cocomo81.arff  RMSE                    3596.35          2    5
../datasets_2/cocomo81.arff  R2 Score                  -0.0827937     2    5
../datasets_2/cocomo81.arff  MAE                     1892.44          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    202.5           1    6
../datasets_2/cocomo81.arff  RMSE                    3669.79          1    6
../datasets_2/cocomo81.arff  R2 Score                  -0.127464      1    6
../datasets_2/cocomo81.arff  MAE                     1892.35          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    202.5           2    6
../datasets_2/cocomo81.arff  RMSE                    3669.79          2    6
../datasets_2/cocomo81.arff  R2 Score                  -0.127463      2    6
../datasets_2/cocomo81.arff  MAE                     1939.24          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    221.429         1    7
../datasets_2/cocomo81.arff  RMSE                    3725.46          1    7
../datasets_2/cocomo81.arff  R2 Score                  -0.161934      1    7
../datasets_2/cocomo81.arff  MAE                     1939.95          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    221.429         2    7
../datasets_2/cocomo81.arff  RMSE                    3725.47          2    7
../datasets_2/cocomo81.arff  R2 Score                  -0.161935      2    7
../datasets_2/cocomo81.arff  MAE                     1922.82          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    192.75          1    8
../datasets_2/cocomo81.arff  RMSE                    3710.2           1    8
../datasets_2/cocomo81.arff  R2 Score                  -0.152431      1    8
../datasets_2/cocomo81.arff  MAE                     1922.94          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    192.75          2    8
../datasets_2/cocomo81.arff  RMSE                    3710.2           2    8
../datasets_2/cocomo81.arff  R2 Score                  -0.152431      2    8
../datasets_2/cocomo81.arff  MAE                     1950.36          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    176.111         1    9
../datasets_2/cocomo81.arff  RMSE                    3752.87          1    9
../datasets_2/cocomo81.arff  R2 Score                  -0.179093      1    9
../datasets_2/cocomo81.arff  MAE                     1950.99          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    176.111         2    9
../datasets_2/cocomo81.arff  RMSE                    3752.88          2    9
../datasets_2/cocomo81.arff  R2 Score                  -0.179095      2    9
../datasets_2/china.arff     MAE                      335.42          1    3
../datasets_2/china.arff     Median Absolute Error    113.5           1    3
../datasets_2/china.arff     RMSE                     798.227         1    3
../datasets_2/china.arff     R2 Score                   0.978479      1    3
../datasets_2/china.arff     MAE                      356.57          2    3
../datasets_2/china.arff     Median Absolute Error    113.833         2    3
../datasets_2/china.arff     RMSE                     881.942         2    3
../datasets_2/china.arff     R2 Score                   0.973728      2    3
../datasets_2/china.arff     MAE                      322.435         1    4
../datasets_2/china.arff     Median Absolute Error    128.125         1    4
../datasets_2/china.arff     RMSE                     783.559         1    4
../datasets_2/china.arff     R2 Score                   0.979263      1    4
../datasets_2/china.arff     MAE                      329.567         2    4
../datasets_2/china.arff     Median Absolute Error    124.375         2    4
../datasets_2/china.arff     RMSE                     786.823         2    4
../datasets_2/china.arff     R2 Score                   0.979089      2    4
../datasets_2/china.arff     MAE                      297.016         1    5
../datasets_2/china.arff     Median Absolute Error    109.2           1    5
../datasets_2/china.arff     RMSE                     823.89          1    5
../datasets_2/china.arff     R2 Score                   0.977073      1    5
../datasets_2/china.arff     MAE                      328.066         2    5
../datasets_2/china.arff     Median Absolute Error    108.8           2    5
../datasets_2/china.arff     RMSE                     851.972         2    5
../datasets_2/china.arff     R2 Score                   0.975483      2    5
../datasets_2/china.arff     MAE                      320.4           1    6
../datasets_2/china.arff     Median Absolute Error    109.5           1    6
../datasets_2/china.arff     RMSE                     914.138         1    6
../datasets_2/china.arff     R2 Score                   0.971775      1    6
../datasets_2/china.arff     MAE                      328.053         2    6
../datasets_2/china.arff     Median Absolute Error    113.917         2    6
../datasets_2/china.arff     RMSE                     873.306         2    6
../datasets_2/china.arff     R2 Score                   0.97424       2    6
../datasets_2/china.arff     MAE                      321.059         1    7
../datasets_2/china.arff     Median Absolute Error    117             1    7
../datasets_2/china.arff     RMSE                     952.876         1    7
../datasets_2/china.arff     R2 Score                   0.969332      1    7
../datasets_2/china.arff     MAE                      322.994         2    7
../datasets_2/china.arff     Median Absolute Error    111.857         2    7
../datasets_2/china.arff     RMSE                     935.274         2    7
../datasets_2/china.arff     R2 Score                   0.970455      2    7
../datasets_2/china.arff     MAE                      322.77          1    8
../datasets_2/china.arff     Median Absolute Error    110.688         1    8
../datasets_2/china.arff     RMSE                     959.025         1    8
../datasets_2/china.arff     R2 Score                   0.968935      1    8
../datasets_2/china.arff     MAE                      322.402         2    8
../datasets_2/china.arff     Median Absolute Error     99.875         2    8
../datasets_2/china.arff     RMSE                     956.106         2    8
../datasets_2/china.arff     R2 Score                   0.969124      2    8
../datasets_2/china.arff     MAE                      307.936         1    9
../datasets_2/china.arff     Median Absolute Error    106.278         1    9
../datasets_2/china.arff     RMSE                     774.91          1    9
../datasets_2/china.arff     R2 Score                   0.979718      1    9
../datasets_2/china.arff     MAE                      331.544         2    9
../datasets_2/china.arff     Median Absolute Error    105.556         2    9
../datasets_2/china.arff     RMSE                     984.36          2    9
../datasets_2/china.arff     R2 Score                   0.967272      2    9
../datasets_2/albrecht.arff  MAE                        4.64667       1    3
../datasets_2/albrecht.arff  Median Absolute Error      5.16667       1    3
../datasets_2/albrecht.arff  RMSE                       5.07882       1    3
../datasets_2/albrecht.arff  R2 Score                   0.349256      1    3
../datasets_2/albrecht.arff  MAE                        5.34667       2    3
../datasets_2/albrecht.arff  Median Absolute Error      5.56667       2    3
../datasets_2/albrecht.arff  RMSE                       6.04928       2    3
../datasets_2/albrecht.arff  R2 Score                   0.0768099     2    3
../datasets_2/albrecht.arff  MAE                        4.45          1    4
../datasets_2/albrecht.arff  Median Absolute Error      5.275         1    4
../datasets_2/albrecht.arff  RMSE                       4.79161       1    4
../datasets_2/albrecht.arff  R2 Score                   0.420776      1    4
../datasets_2/albrecht.arff  MAE                        4.705         2    4
../datasets_2/albrecht.arff  Median Absolute Error      4.775         2    4
../datasets_2/albrecht.arff  RMSE                       5.24229       2    4
../datasets_2/albrecht.arff  R2 Score                   0.306692      2    4
../datasets_2/albrecht.arff  MAE                        4.116         1    5
../datasets_2/albrecht.arff  Median Absolute Error      4.7           1    5
../datasets_2/albrecht.arff  RMSE                       4.44186       1    5
../datasets_2/albrecht.arff  R2 Score                   0.502246      1    5
../datasets_2/albrecht.arff  MAE                        4.116         2    5
../datasets_2/albrecht.arff  Median Absolute Error      4.7           2    5
../datasets_2/albrecht.arff  RMSE                       4.44186       2    5
../datasets_2/albrecht.arff  R2 Score                   0.502246      2    5
../datasets_2/albrecht.arff  MAE                        3.73          1    6
../datasets_2/albrecht.arff  Median Absolute Error      4.63333       1    6
../datasets_2/albrecht.arff  RMSE                       4.16958       1    6
../datasets_2/albrecht.arff  R2 Score                   0.5614        1    6
../datasets_2/albrecht.arff  MAE                        3.23667       2    6
../datasets_2/albrecht.arff  Median Absolute Error      3.48333       2    6
../datasets_2/albrecht.arff  RMSE                       3.68376       2    6
../datasets_2/albrecht.arff  R2 Score                   0.657654      2    6
../datasets_2/albrecht.arff  MAE                        3.36571       1    7
../datasets_2/albrecht.arff  Median Absolute Error      2.87143       1    7
../datasets_2/albrecht.arff  RMSE                       3.97452       1    7
../datasets_2/albrecht.arff  R2 Score                   0.601477      1    7
../datasets_2/albrecht.arff  MAE                        3.05714       2    7
../datasets_2/albrecht.arff  Median Absolute Error      2.94286       2    7
../datasets_2/albrecht.arff  RMSE                       3.56284       2    7
../datasets_2/albrecht.arff  R2 Score                   0.67976       2    7
../datasets_2/albrecht.arff  MAE                        3.31          1    8
../datasets_2/albrecht.arff  Median Absolute Error      3.6875        1    8
../datasets_2/albrecht.arff  RMSE                       3.88489       1    8
../datasets_2/albrecht.arff  R2 Score                   0.619249      1    8
../datasets_2/albrecht.arff  MAE                        3.3375        2    8
../datasets_2/albrecht.arff  Median Absolute Error      2.3125        2    8
../datasets_2/albrecht.arff  RMSE                       4.38809       2    8
../datasets_2/albrecht.arff  R2 Score                   0.514225      2    8
../datasets_2/albrecht.arff  MAE                        3.23333       1    9
../datasets_2/albrecht.arff  Median Absolute Error      3.97778       1    9
../datasets_2/albrecht.arff  RMSE                       3.80779       1    9
../datasets_2/albrecht.arff  R2 Score                   0.634211      1    9
../datasets_2/albrecht.arff  MAE                        3.55111       2    9
../datasets_2/albrecht.arff  Median Absolute Error      3.26667       2    9
../datasets_2/albrecht.arff  RMSE                       4.37337       2    9
../datasets_2/albrecht.arff  R2 Score                   0.517479      2    9
../datasets_2/kemerer.arff   MAE                       93.3556        1    3
../datasets_2/kemerer.arff   Median Absolute Error     85.7667        1    3
../datasets_2/kemerer.arff   RMSE                     109.943         1    3
../datasets_2/kemerer.arff   R2 Score                  -0.135645      1    3
../datasets_2/kemerer.arff   MAE                       75.9444        2    3
../datasets_2/kemerer.arff   Median Absolute Error     85.7667        2    3
../datasets_2/kemerer.arff   RMSE                      84.545         2    3
../datasets_2/kemerer.arff   R2 Score                   0.328438      2    3
../datasets_2/kemerer.arff   MAE                       87.4583        1    4
../datasets_2/kemerer.arff   Median Absolute Error     64             1    4
../datasets_2/kemerer.arff   RMSE                      94.5725        1    4
../datasets_2/kemerer.arff   R2 Score                   0.159689      1    4
../datasets_2/kemerer.arff   MAE                       87.4583        2    4
../datasets_2/kemerer.arff   Median Absolute Error     64             2    4
../datasets_2/kemerer.arff   RMSE                      94.5725        2    4
../datasets_2/kemerer.arff   R2 Score                   0.159689      2    4
../datasets_2/kemerer.arff   MAE                       95.2067        1    5
../datasets_2/kemerer.arff   Median Absolute Error     74.52          1    5
../datasets_2/kemerer.arff   RMSE                     107.469         1    5
../datasets_2/kemerer.arff   R2 Score                  -0.0851226     1    5
../datasets_2/kemerer.arff   MAE                      108.84          2    5
../datasets_2/kemerer.arff   Median Absolute Error     88.08          2    5
../datasets_2/kemerer.arff   RMSE                     115.731         2    5
../datasets_2/kemerer.arff   R2 Score                  -0.258376      2    5
../datasets_2/kemerer.arff   MAE                      101.317         1    6
../datasets_2/kemerer.arff   Median Absolute Error     72.6667        1    6
../datasets_2/kemerer.arff   RMSE                     111.35          1    6
../datasets_2/kemerer.arff   R2 Score                  -0.164896      1    6
../datasets_2/kemerer.arff   MAE                       97.2222        2    6
../datasets_2/kemerer.arff   Median Absolute Error     72.6667        2    6
../datasets_2/kemerer.arff   RMSE                     105.289         2    6
../datasets_2/kemerer.arff   R2 Score                  -0.041534      2    6
../datasets_2/kemerer.arff   MAE                       96.0143        1    7
../datasets_2/kemerer.arff   Median Absolute Error     68.3857        1    7
../datasets_2/kemerer.arff   RMSE                     105.516         1    7
../datasets_2/kemerer.arff   R2 Score                  -0.0460402     1    7
../datasets_2/kemerer.arff   MAE                       96.0143        2    7
../datasets_2/kemerer.arff   Median Absolute Error     68.3857        2    7
../datasets_2/kemerer.arff   RMSE                     105.516         2    7
../datasets_2/kemerer.arff   R2 Score                  -0.0460402     2    7
../datasets_2/kemerer.arff   MAE                       58.1163        1    8
../datasets_2/kemerer.arff   Median Absolute Error     52.275         1    8
../datasets_2/kemerer.arff   RMSE                      60.3671        1    8
../datasets_2/kemerer.arff   R2 Score                   0.657618      1    8
../datasets_2/kemerer.arff   MAE                       58.1163        2    8
../datasets_2/kemerer.arff   Median Absolute Error     52.275         2    8
../datasets_2/kemerer.arff   RMSE                      60.3671        2    8
../datasets_2/kemerer.arff   R2 Score                   0.657618      2    8
../datasets_2/kemerer.arff   MAE                       64.733         1    9
../datasets_2/kemerer.arff   Median Absolute Error     65.2544        1    9
../datasets_2/kemerer.arff   RMSE                      67.8966        1    9
../datasets_2/kemerer.arff   R2 Score                   0.566883      1    9
../datasets_2/kemerer.arff   MAE                       68.17          2    9
../datasets_2/kemerer.arff   Median Absolute Error     65.2544        2    9
../datasets_2/kemerer.arff   RMSE                      70.1152        2    9
../datasets_2/kemerer.arff   R2 Score                   0.538114      2    9
../datasets_2/cocomo81.arff  MAE                      291.769         1    3
../datasets_2/cocomo81.arff  Median Absolute Error     68.3333        1    3
../datasets_2/cocomo81.arff  RMSE                     549.859         1    3
../datasets_2/cocomo81.arff  R2 Score                   0.896774      1    3
../datasets_2/cocomo81.arff  MAE                      290.872         2    3
../datasets_2/cocomo81.arff  Median Absolute Error     68.3333        2    3
../datasets_2/cocomo81.arff  RMSE                     549.84          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.896781      2    3
../datasets_2/cocomo81.arff  MAE                      378.708         1    4
../datasets_2/cocomo81.arff  Median Absolute Error     67.5           1    4
../datasets_2/cocomo81.arff  RMSE                     796.423         1    4
../datasets_2/cocomo81.arff  R2 Score                   0.783442      1    4
../datasets_2/cocomo81.arff  MAE                      397.342         2    4
../datasets_2/cocomo81.arff  Median Absolute Error     63.5           2    4
../datasets_2/cocomo81.arff  RMSE                     801.841         2    4
../datasets_2/cocomo81.arff  R2 Score                   0.780486      2    4
../datasets_2/cocomo81.arff  MAE                      460.469         1    5
../datasets_2/cocomo81.arff  Median Absolute Error    102.8           1    5
../datasets_2/cocomo81.arff  RMSE                     923.895         1    5
../datasets_2/cocomo81.arff  R2 Score                   0.708571      1    5
../datasets_2/cocomo81.arff  MAE                      461.577         2    5
../datasets_2/cocomo81.arff  Median Absolute Error    102.8           2    5
../datasets_2/cocomo81.arff  RMSE                     923.933         2    5
../datasets_2/cocomo81.arff  R2 Score                   0.708548      2    5
../datasets_2/cocomo81.arff  MAE                      487.156         1    6
../datasets_2/cocomo81.arff  Median Absolute Error    110.167         1    6
../datasets_2/cocomo81.arff  RMSE                    1038.16          1    6
../datasets_2/cocomo81.arff  R2 Score                   0.632027      1    6
../datasets_2/cocomo81.arff  MAE                      487.156         2    6
../datasets_2/cocomo81.arff  Median Absolute Error    110.167         2    6
../datasets_2/cocomo81.arff  RMSE                    1038.16          2    6
../datasets_2/cocomo81.arff  R2 Score                   0.632027      2    6
../datasets_2/cocomo81.arff  MAE                      520.669         1    7
../datasets_2/cocomo81.arff  Median Absolute Error    134.571         1    7
../datasets_2/cocomo81.arff  RMSE                    1138.29          1    7
../datasets_2/cocomo81.arff  R2 Score                   0.557626      1    7
../datasets_2/cocomo81.arff  MAE                      521.021         2    7
../datasets_2/cocomo81.arff  Median Absolute Error    134.571         2    7
../datasets_2/cocomo81.arff  RMSE                    1138.3           2    7
../datasets_2/cocomo81.arff  R2 Score                   0.557615      2    7
../datasets_2/cocomo81.arff  MAE                      526.737         1    8
../datasets_2/cocomo81.arff  Median Absolute Error    115.125         1    8
../datasets_2/cocomo81.arff  RMSE                    1207.9           1    8
../datasets_2/cocomo81.arff  R2 Score                   0.50186       1    8
../datasets_2/cocomo81.arff  MAE                      536.727         2    8
../datasets_2/cocomo81.arff  Median Absolute Error    161.625         2    8
../datasets_2/cocomo81.arff  RMSE                    1208.84          2    8
../datasets_2/cocomo81.arff  R2 Score                   0.501085      2    8
../datasets_2/cocomo81.arff  MAE                      543.626         1    9
../datasets_2/cocomo81.arff  Median Absolute Error     92.5556        1    9
../datasets_2/cocomo81.arff  RMSE                    1270.16          1    9
../datasets_2/cocomo81.arff  R2 Score                   0.449188      1    9
../datasets_2/cocomo81.arff  MAE                      550.849         2    9
../datasets_2/cocomo81.arff  Median Absolute Error    159.667         2    9
../datasets_2/cocomo81.arff  RMSE                    1270.79          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.448642      2    9
../datasets_2/china.arff     MAE                      364.75          1    3
../datasets_2/china.arff     Median Absolute Error    131             1    3
../datasets_2/china.arff     RMSE                     716.689         1    3
../datasets_2/china.arff     R2 Score                   0.982572      1    3
../datasets_2/china.arff     MAE                      375.707         2    3
../datasets_2/china.arff     Median Absolute Error    124.833         2    3
../datasets_2/china.arff     RMSE                     740.59          2    3
../datasets_2/china.arff     R2 Score                   0.98139       2    3
../datasets_2/china.arff     MAE                      374.92          1    4
../datasets_2/china.arff     Median Absolute Error    126.875         1    4
../datasets_2/china.arff     RMSE                     711.9           1    4
../datasets_2/china.arff     R2 Score                   0.982804      1    4
../datasets_2/china.arff     MAE                      363.007         2    4
../datasets_2/china.arff     Median Absolute Error    136.125         2    4
../datasets_2/china.arff     RMSE                     656.655         2    4
../datasets_2/china.arff     R2 Score                   0.98537       2    4
../datasets_2/china.arff     MAE                      344.08          1    5
../datasets_2/china.arff     Median Absolute Error    129.5           1    5
../datasets_2/china.arff     RMSE                     642.101         1    5
../datasets_2/china.arff     R2 Score                   0.986011      1    5
../datasets_2/china.arff     MAE                      336.542         2    5
../datasets_2/china.arff     Median Absolute Error    132.8           2    5
../datasets_2/china.arff     RMSE                     622.719         2    5
../datasets_2/china.arff     R2 Score                   0.986843      2    5
../datasets_2/china.arff     MAE                      345.34          1    6
../datasets_2/china.arff     Median Absolute Error    138.917         1    6
../datasets_2/china.arff     RMSE                     649.837         1    6
../datasets_2/china.arff     R2 Score                   0.985672      1    6
../datasets_2/china.arff     MAE                      348.153         2    6
../datasets_2/china.arff     Median Absolute Error    131.083         2    6
../datasets_2/china.arff     RMSE                     645.841         2    6
../datasets_2/china.arff     R2 Score                   0.985847      2    6
../datasets_2/china.arff     MAE                      315.731         1    7
../datasets_2/china.arff     Median Absolute Error    126.571         1    7
../datasets_2/china.arff     RMSE                     587.731         1    7
../datasets_2/china.arff     R2 Score                   0.98828       1    7
../datasets_2/china.arff     MAE                      335.869         2    7
../datasets_2/china.arff     Median Absolute Error    123.143         2    7
../datasets_2/china.arff     RMSE                     674.65          2    7
../datasets_2/china.arff     R2 Score                   0.984557      2    7
../datasets_2/china.arff     MAE                      344.924         1    8
../datasets_2/china.arff     Median Absolute Error    137.125         1    8
../datasets_2/china.arff     RMSE                     642.294         1    8
../datasets_2/china.arff     R2 Score                   0.986002      1    8
../datasets_2/china.arff     MAE                      344.748         2    8
../datasets_2/china.arff     Median Absolute Error    117.438         2    8
../datasets_2/china.arff     RMSE                     721.895         2    8
../datasets_2/china.arff     R2 Score                   0.982318      2    8
../datasets_2/china.arff     MAE                      342.056         1    9
../datasets_2/china.arff     Median Absolute Error    163.778         1    9
../datasets_2/china.arff     RMSE                     619.287         1    9
../datasets_2/china.arff     R2 Score                   0.986987      1    9
../datasets_2/china.arff     MAE                      351.788         2    9
../datasets_2/china.arff     Median Absolute Error    138.389         2    9
../datasets_2/china.arff     RMSE                     698.807         2    9
../datasets_2/china.arff     R2 Score                   0.983431      2    9
../datasets_2/albrecht.arff  MAE                        8.96667       1    3
../datasets_2/albrecht.arff  Median Absolute Error      4.1           1    3
../datasets_2/albrecht.arff  RMSE                      15.5591        1    3
../datasets_2/albrecht.arff  R2 Score                   0.83522       1    3
../datasets_2/albrecht.arff  MAE                        8.96667       2    3
../datasets_2/albrecht.arff  Median Absolute Error      4.1           2    3
../datasets_2/albrecht.arff  RMSE                      15.5591        2    3
../datasets_2/albrecht.arff  R2 Score                   0.83522       2    3
../datasets_2/albrecht.arff  MAE                       11.545         1    4
../datasets_2/albrecht.arff  Median Absolute Error      2.625         1    4
../datasets_2/albrecht.arff  RMSE                      21.7006        1    4
../datasets_2/albrecht.arff  R2 Score                   0.679466      1    4
../datasets_2/albrecht.arff  MAE                       11.195         2    4
../datasets_2/albrecht.arff  Median Absolute Error      2.625         2    4
../datasets_2/albrecht.arff  RMSE                      20.9221        2    4
../datasets_2/albrecht.arff  R2 Score                   0.70205       2    4
../datasets_2/albrecht.arff  MAE                       13.184         1    5
../datasets_2/albrecht.arff  Median Absolute Error      3.18          1    5
../datasets_2/albrecht.arff  RMSE                      24.8529        1    5
../datasets_2/albrecht.arff  R2 Score                   0.579576      1    5
../datasets_2/albrecht.arff  MAE                       13.184         2    5
../datasets_2/albrecht.arff  Median Absolute Error      3.18          2    5
../datasets_2/albrecht.arff  RMSE                      24.8529        2    5
../datasets_2/albrecht.arff  R2 Score                   0.579576      2    5
../datasets_2/albrecht.arff  MAE                       14.2567        1    6
../datasets_2/albrecht.arff  Median Absolute Error      3.41667       1    6
../datasets_2/albrecht.arff  RMSE                      27.4669        1    6
../datasets_2/albrecht.arff  R2 Score                   0.486487      1    6
../datasets_2/albrecht.arff  MAE                       14.0767        2    6
../datasets_2/albrecht.arff  Median Absolute Error      3.41667       2    6
../datasets_2/albrecht.arff  RMSE                      26.7856        2    6
../datasets_2/albrecht.arff  R2 Score                   0.511645      2    6
../datasets_2/albrecht.arff  MAE                       15.2429        1    7
../datasets_2/albrecht.arff  Median Absolute Error      2.17143       1    7
../datasets_2/albrecht.arff  RMSE                      28.8363        1    7
../datasets_2/albrecht.arff  R2 Score                   0.434008      1    7
../datasets_2/albrecht.arff  MAE                       15.8514        2    7
../datasets_2/albrecht.arff  Median Absolute Error      5.42857       2    7
../datasets_2/albrecht.arff  RMSE                      28.9194        2    7
../datasets_2/albrecht.arff  R2 Score                   0.430738      2    7
../datasets_2/albrecht.arff  MAE                       15.7825        1    8
../datasets_2/albrecht.arff  Median Absolute Error      3.0625        1    8
../datasets_2/albrecht.arff  RMSE                      29.9668        1    8
../datasets_2/albrecht.arff  R2 Score                   0.388758      1    8
../datasets_2/albrecht.arff  MAE                       16.19          2    8
../datasets_2/albrecht.arff  Median Absolute Error      4.6875        2    8
../datasets_2/albrecht.arff  RMSE                      30.0114        2    8
../datasets_2/albrecht.arff  R2 Score                   0.386937      2    8
../datasets_2/albrecht.arff  MAE                       15.98          1    9
../datasets_2/albrecht.arff  Median Absolute Error      3.46667       1    9
../datasets_2/albrecht.arff  RMSE                      30.9289        1    9
../datasets_2/albrecht.arff  R2 Score                   0.34888       1    9
../datasets_2/albrecht.arff  MAE                       16.3489        2    9
../datasets_2/albrecht.arff  Median Absolute Error      4.94444       2    9
../datasets_2/albrecht.arff  RMSE                      30.9706        2    9
../datasets_2/albrecht.arff  R2 Score                   0.347124      2    9
../datasets_2/kemerer.arff   MAE                       35.1889        1    3
../datasets_2/kemerer.arff   Median Absolute Error     25.6333        1    3
../datasets_2/kemerer.arff   RMSE                      38.233         1    3
../datasets_2/kemerer.arff   R2 Score                   0.842832      1    3
../datasets_2/kemerer.arff   MAE                       35.1889        2    3
../datasets_2/kemerer.arff   Median Absolute Error     25.6333        2    3
../datasets_2/kemerer.arff   RMSE                      38.233         2    3
../datasets_2/kemerer.arff   R2 Score                   0.842832      2    3
../datasets_2/kemerer.arff   MAE                       43.55          1    4
../datasets_2/kemerer.arff   Median Absolute Error     24.4           1    4
../datasets_2/kemerer.arff   RMSE                      56.562         1    4
../datasets_2/kemerer.arff   R2 Score                   0.656016      1    4
../datasets_2/kemerer.arff   MAE                       47.4083        2    4
../datasets_2/kemerer.arff   Median Absolute Error     35.975         2    4
../datasets_2/kemerer.arff   RMSE                      58.5851        2    4
../datasets_2/kemerer.arff   R2 Score                   0.63097       2    4
../datasets_2/kemerer.arff   MAE                       52.5133        1    5
../datasets_2/kemerer.arff   Median Absolute Error     35.4           1    5
../datasets_2/kemerer.arff   RMSE                      58.209         1    5
../datasets_2/kemerer.arff   R2 Score                   0.635693      1    5
../datasets_2/kemerer.arff   MAE                       52.5133        2    5
../datasets_2/kemerer.arff   Median Absolute Error     35.4           2    5
../datasets_2/kemerer.arff   RMSE                      58.209         2    5
../datasets_2/kemerer.arff   R2 Score                   0.635693      2    5
../datasets_2/kemerer.arff   MAE                       65.0389        1    6
../datasets_2/kemerer.arff   Median Absolute Error     60.9667        1    6
../datasets_2/kemerer.arff   RMSE                      68.0173        1    6
../datasets_2/kemerer.arff   R2 Score                   0.502575      1    6
../datasets_2/kemerer.arff   MAE                       65.0389        2    6
../datasets_2/kemerer.arff   Median Absolute Error     60.9667        2    6
../datasets_2/kemerer.arff   RMSE                      68.0173        2    6
../datasets_2/kemerer.arff   R2 Score                   0.502575      2    6
../datasets_2/kemerer.arff   MAE                       67.591         1    7
../datasets_2/kemerer.arff   Median Absolute Error     68.9729        1    7
../datasets_2/kemerer.arff   RMSE                      69.1674        1    7
../datasets_2/kemerer.arff   R2 Score                   0.485613      1    7
../datasets_2/kemerer.arff   MAE                       57.3529        2    7
../datasets_2/kemerer.arff   Median Absolute Error     68.9729        2    7
../datasets_2/kemerer.arff   RMSE                      64.001         2    7
../datasets_2/kemerer.arff   R2 Score                   0.559586      2    7
../datasets_2/kemerer.arff   MAE                       57.5587        1    8
../datasets_2/kemerer.arff   Median Absolute Error     38.8763        1    8
../datasets_2/kemerer.arff   RMSE                      67.6086        1    8
../datasets_2/kemerer.arff   R2 Score                   0.508535      1    8
../datasets_2/kemerer.arff   MAE                       57.5587        2    8
../datasets_2/kemerer.arff   Median Absolute Error     38.8763        2    8
../datasets_2/kemerer.arff   RMSE                      67.6086        2    8
../datasets_2/kemerer.arff   R2 Score                   0.508535      2    8
../datasets_2/kemerer.arff   MAE                       55.0819        1    9
../datasets_2/kemerer.arff   Median Absolute Error     31.4456        1    9
../datasets_2/kemerer.arff   RMSE                      72.1396        1    9
../datasets_2/kemerer.arff   R2 Score                   0.440455      1    9
../datasets_2/kemerer.arff   MAE                       55.0819        2    9
../datasets_2/kemerer.arff   Median Absolute Error     31.4456        2    9
../datasets_2/kemerer.arff   RMSE                      72.1396        2    9
../datasets_2/kemerer.arff   R2 Score                   0.440455      2    9
../datasets_2/cocomo81.arff  MAE                      982.769         1    3
../datasets_2/cocomo81.arff  Median Absolute Error    134.333         1    3
../datasets_2/cocomo81.arff  RMSE                    2370.47          1    3
../datasets_2/cocomo81.arff  R2 Score                   0.364824      1    3
../datasets_2/cocomo81.arff  MAE                     1005.1           2    3
../datasets_2/cocomo81.arff  Median Absolute Error    266.333         2    3
../datasets_2/cocomo81.arff  RMSE                    2372.81          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.363568      2    3
../datasets_2/cocomo81.arff  MAE                      953.821         1    4
../datasets_2/cocomo81.arff  Median Absolute Error     93.75          1    4
../datasets_2/cocomo81.arff  RMSE                    2469.28          1    4
../datasets_2/cocomo81.arff  R2 Score                   0.31077       1    4
../datasets_2/cocomo81.arff  MAE                      952.821         2    4
../datasets_2/cocomo81.arff  Median Absolute Error     93.75          2    4
../datasets_2/cocomo81.arff  RMSE                    2469.27          2    4
